procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0  10507    152   4583    0    0     0     0 1170  535 98  2  0  0  0 2025-09-16 21:51:03
 4  0      0  10483    152   4583    0    0     0     0 1223  582 99  1  0  0  0 2025-09-16 21:51:04
 4  0      0  10470    152   4583    0    0     0     0 1122  328 99  1  0  0  0 2025-09-16 21:51:05
 4  0      0  10451    152   4583    0    0     0    16 1198  517 99  1  0  0  0 2025-09-16 21:51:06
 4  0      0  10451    152   4583    0    0     0     0 1120  329 100  0  0  0  0 2025-09-16 21:51:07
 4  0      0  10447    152   4583    0    0     0     0 1171  601 99  1  0  0  0 2025-09-16 21:51:08
 4  0      0  10447    152   4583    0    0     0     0 1143  445 100  0  0  0  0 2025-09-16 21:51:09
 4  0      0  10445    152   4583    0    0     0     0 1160  477 100  0  0  0  0 2025-09-16 21:51:10
 4  0      0  10445    152   4583    0    0     0    20 1104  328 100  0  0  0  0 2025-09-16 21:51:11
 4  0      0  10445    152   4583    0    0     0    12 1204  711 98  0  2  0  0 2025-09-16 21:51:12
 4  0      0  10445    152   4583    0    0     0     0 1134  478 100  0  0  0  0 2025-09-16 21:51:13
 4  0      0  10444    152   4583    0    0     0     0 1184  537 100  0  0  0  0 2025-09-16 21:51:14
 4  0      0  10444    152   4583    0    0     0     0 1127  369 99  1  0  0  0 2025-09-16 21:51:15
 4  0      0  10444    152   4583    0    0     0    28 1194  488 99  1  0  0  0 2025-09-16 21:51:16
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10444    152   4583    0    0     0     0 1150  415 100  0  0  0  0 2025-09-16 21:51:17
 4  0      0  10444    152   4583    0    0     0     8 1159  524 99  1  0  0  0 2025-09-16 21:51:18
 4  0      0  10444    152   4583    0    0     0     0 1218  614 99  0  0  0  0 2025-09-16 21:51:19
 4  0      0  10444    152   4583    0    0     0     0 1113  334 99  1  0  0  0 2025-09-16 21:51:20
 4  0      0  10444    152   4583    0    0     0    32 1172  484 98  0  1  0  0 2025-09-16 21:51:21
 4  0      0  10444    152   4583    0    0     0     0 1121  344 100  0  0  0  0 2025-09-16 21:51:22
 4  0      0  10444    152   4584    0    0     0    60 1239  697 98  1  1  0  0 2025-09-16 21:51:23
 4  0      0  10444    152   4584    0    0     0     0 1147  431 100  0  0  0  0 2025-09-16 21:51:24
 4  0      0  10444    152   4584    0    0     0     0 1150  455 99  0  1  0  0 2025-09-16 21:51:25
 4  0      0  10444    152   4584    0    0     0    28 1111  338 99  1  0  0  0 2025-09-16 21:51:26
 4  0      0  10444    152   4584    0    0     0     0 1130  372 100  0  0  0  0 2025-09-16 21:51:27
 4  0      0  10443    152   4584    0    0     0   188 1205  648 99  1  0  0  0 2025-09-16 21:51:28
 4  0      0  10443    152   4584    0    0     0     0 1141  448 100  0  0  0  0 2025-09-16 21:51:29
 4  0      0  10443    152   4584    0    0     0     0 1198  476 100  0  0  0  0 2025-09-16 21:51:30
 4  0      0  10443    152   4584    0    0     0    32 1096  283 100  1  0  0  0 2025-09-16 21:51:31
 4  0      0  10443    152   4584    0    0     0     0 1114  319 100  0  0  0  0 2025-09-16 21:51:32
 4  0      0  10442    152   4584    0    0     0  1028 1214  648 98  1  1  0  0 2025-09-16 21:51:33
 4  0      0  10442    152   4584    0    0     0     0 1139  410 100  0  0  0  0 2025-09-16 21:51:34
 4  0      0  10442    152   4584    0    0     0     0 1149  493 100  1  0  0  0 2025-09-16 21:51:35
 4  0      0  10442    152   4584    0    0     0    28 1100  295 100  0  0  0  0 2025-09-16 21:51:36
 4  0      0  10442    152   4584    0    0     0     0 1128  353 100  0  0  0  0 2025-09-16 21:51:37
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10441    152   4584    0    0     0     0 1154  501 99  1  0  0  0 2025-09-16 21:51:38
 4  0      0  10441    152   4584    0    0     0     0 1143  466 100  1  0  0  0 2025-09-16 21:51:39
 4  0      0  10441    152   4584    0    0     0     0 1191  480 100  0  0  0  0 2025-09-16 21:51:40
 4  0      0  10441    152   4584    0    0     0    20 1118  347 100  0  0  0  0 2025-09-16 21:51:41
 4  0      0  10441    152   4584    0    0     0     0 1222  545 99  0  1  0  0 2025-09-16 21:51:42
 4  0      0  10441    152   4584    0    0     0     4 1114  418 99  1  0  0  0 2025-09-16 21:51:43
 2  0      0  10442    152   4584    0    0     0     0 1158  581 94  0  6  0  0 2025-09-16 21:51:44
 4  0      0  10442    152   4584    0    0     0     0 1175  489 97  0  3  0  0 2025-09-16 21:51:45
 4  0      0  10441    152   4584    0    0     0    20 1122  361 100  0  0  0  0 2025-09-16 21:51:46
 4  0      0  10441    152   4584    0    0     0     0 1127  380 100  0  0  0  0 2025-09-16 21:51:47
 2  0      0  10440    152   4584    0    0     0     8 1220  815 95  1  5  0  0 2025-09-16 21:51:48
 4  0      0  10438    152   4584    0    0     0     0 1139  459 99  0  1  0  0 2025-09-16 21:51:49
 4  0      0  10438    152   4584    0    0     0     0 1110  361 100  0  0  0  0 2025-09-16 21:51:50
 4  0      0  10439    152   4584    0    0     0    28 1131  398 99  1  0  0  0 2025-09-16 21:51:51
 6  0      0  10439    152   4585    0    0     0     0 1136  389 100  0  0  0  0 2025-09-16 21:51:52
 4  0      0  10438    152   4585    0    0     0     8 1166  513 100  0  0  0  0 2025-09-16 21:51:53
 4  0      0  10437    152   4585    0    0     0     0 1188  564 99  1  0  0  0 2025-09-16 21:51:54
 4  0      0  10437    152   4585    0    0     0     0 1112  362 100  0  0  0  0 2025-09-16 21:51:55
 4  0      0  10437    152   4585    0    0     0    32 1227  675 94  0  6  0  0 2025-09-16 21:51:56
 4  0      0  10437    152   4585    0    0     0     0 1119  369 100  0  0  0  0 2025-09-16 21:51:57
 4  0      0  10438    152   4585    0    0     0     0 1169  566 99  1  0  0  0 2025-09-16 21:51:58
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10438    152   4585    0    0     0    28 1179  538 100  0  0  0  0 2025-09-16 21:51:59
 4  0      0  10438    152   4585    0    0     0     0 1102  311 100  0  0  0  0 2025-09-16 21:52:00
 4  0      0  10438    152   4585    0    0     0    28 1172  453 100  1  0  0  0 2025-09-16 21:52:01
 4  0      0  10438    152   4585    0    0     0     0 1115  327 100  0  0  0  0 2025-09-16 21:52:02
 4  0      0  10438    152   4585    0    0     0     0 1153  510 99  1  0  0  0 2025-09-16 21:52:03
 4  0      0  10438    152   4585    0    0     0     0 1141  473 100  0  0  0  0 2025-09-16 21:52:04
 4  0      0  10438    152   4585    0    0     0     0 1156  479 96  0  4  0  0 2025-09-16 21:52:05
 4  0      0  10438    152   4585    0    0     0    16 1125  366 100  0  0  0  0 2025-09-16 21:52:06
 4  0      0  10438    152   4585    0    0     0     0 1142  409 100  0  0  0  0 2025-09-16 21:52:07
 4  0      0  10438    152   4585    0    0     0     0 1164  588 98  0  2  0  0 2025-09-16 21:52:08
 5  0      0  10437    152   4585    0    0     0  1284 1288  795 96  0  4  0  0 2025-09-16 21:52:09
 4  0      0  10437    152   4585    0    0     0     0 1132  379 100  0  0  0  0 2025-09-16 21:52:10
 4  0      0  10437    152   4585    0    0     0    28 1142  441 100  0  0  0  0 2025-09-16 21:52:11
 4  0      0  10437    152   4585    0    0     0     0 1137  413 100  1  0  0  0 2025-09-16 21:52:12
 4  0      0  10437    152   4585    0    0     0     0 1126  457 99  1  0  0  0 2025-09-16 21:52:13
 4  0      0  10437    152   4586    0    0     0     4 1177  548 100  0  0  0  0 2025-09-16 21:52:14
 5  0      0  10437    152   4586    0    0     0     0 1089  316 100  0  0  0  0 2025-09-16 21:52:15
 4  0      0  10437    152   4586    0    0     0    20 1188  531 98  0  2  0  0 2025-09-16 21:52:16
 4  0      0  10437    152   4586    0    0     0     0 1100  312 100  0  0  0  0 2025-09-16 21:52:17
 4  0      0  10436    152   4586    0    0     0     0 1131  481 100  1  0  0  0 2025-09-16 21:52:18
 4  0      0  10436    152   4586    0    0     0     8 1200  595 98  0  1  0  0 2025-09-16 21:52:19
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10436    152   4586    0    0     0     0 1112  329 100  0  0  0  0 2025-09-16 21:52:20
 4  0      0  10436    152   4586    0    0     0    32 1185  505 99  1  1  0  0 2025-09-16 21:52:21
 7  0      0  10436    152   4586    0    0     0     0 1132  452 97  0  2  0  0 2025-09-16 21:52:22
 4  0      0  10436    152   4586    0    0     0     0 1180  565 100  0  0  0  0 2025-09-16 21:52:23
 4  0      0  10436    152   4586    0    0     0     8 1129  450 100  0  0  0  0 2025-09-16 21:52:24
 4  0      0  10436    152   4586    0    0     0     0 1144  460 98  0  1  0  0 2025-09-16 21:52:25
 4  0      0  10436    152   4586    0    0     0    28 1108  335 100  0  0  0  0 2025-09-16 21:52:26
 4  0      0  10436    152   4586    0    0     0     0 1150  442 98  0  2  0  0 2025-09-16 21:52:27
 4  0      0  10435    152   4586    0    0     0     0 1124  481 99  1  0  0  0 2025-09-16 21:52:28
 4  0      0  10435    152   4586    0    0     0     8 1253  675 99  1  1  0  0 2025-09-16 21:52:29
 4  0      0  10435    152   4586    0    0     0     0 1098  314 100  0  0  0  0 2025-09-16 21:52:30
 4  0      0  10435    152   4586    0    0     0    32 1174  531 96  0  3  0  0 2025-09-16 21:52:31
 4  0      0  10435    152   4586    0    0     0     0 1112  359 100  1  0  0  0 2025-09-16 21:52:32
 4  0      0  10435    152   4586    0    0     0     0 1264  756 97  1  3  0  0 2025-09-16 21:52:33
 4  0      0  10435    152   4586    0    0     0    28 1141  468 100  0  0  0  0 2025-09-16 21:52:34
 4  0      0  10435    152   4586    0    0     0     0 1167  571 99  0  1  0  0 2025-09-16 21:52:35
 4  0      0  10435    152   4586    0    0     0    16 1119  364 100  0  0  0  0 2025-09-16 21:52:36
 5  0      0  10435    152   4586    0    0     0     0 1181  563 95  0  5  0  0 2025-09-16 21:52:37
 3  0      0  10435    152   4586    0    0     0     0 1159  483 99  1  0  0  0 2025-09-16 21:52:38
 4  0      0  10436    152   4586    0    0     0     0 1274  721 98  1  1  0  0 2025-09-16 21:52:39
 8  0      0  10436    152   4586    0    0     0     0 1129  422 97  0  2  0  0 2025-09-16 21:52:40
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10436    152   4586    0    0     0    20 1126  373 100  0  0  0  0 2025-09-16 21:52:41
 4  0      0  10436    152   4587    0    0     0     0 1136  458 98  0  2  0  0 2025-09-16 21:52:42
