  Time           ens2       
21:52:45      1.35      1.57
21:52:46      1.70      2.15
21:52:47      1.78      1.95
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:52:48      2.09      2.05
21:52:49     36.13      3.55
21:52:50      2.63      2.14
21:52:51      1.97      1.60
21:52:52      1.59      1.75
21:52:53      1.78      1.86
21:52:54      2.03      1.98
21:52:55      1.65      1.94
21:52:56      1.97      2.13
21:52:57      1.80      1.90
21:52:58      1.98      2.01
21:52:59      1.55      1.88
21:53:00      1.52      1.66
21:53:01      1.90      2.27
21:53:02      1.56      1.61
21:53:03      1.41      1.52
21:53:04      1.64      2.00
21:53:05      1.78      1.86
21:53:06      2.33      2.56
21:53:07      1.38      1.71
21:53:08      2.22      2.45
21:53:09      1.28      1.49
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:53:10      2.00      2.33
21:53:11      1.47      2.07
21:53:12      1.96      1.74
21:53:13      1.41      1.63
21:53:14      2.09      2.33
21:53:15      1.29      1.71
21:53:16      1.66      1.80
21:53:17      1.64      1.75
21:53:18      1.74      2.21
21:53:19      1.29      1.62
21:53:20      2.78      2.60
21:53:21      2.04      2.35
21:53:22      1.91      1.87
21:53:23      2.31      2.11
21:53:24      1.91      2.12
21:53:25      1.58      1.76
21:53:26      1.78      1.75
21:53:27      1.80      2.07
21:53:28      1.53      1.78
21:53:29      1.77      2.00
21:53:30      2.03      1.86
21:53:31      1.50      1.73
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:53:32      1.81      1.82
21:53:33      1.52      1.88
21:53:34      2.04      2.30
21:53:35      1.70      2.03
21:53:36      1.80      1.84
21:53:37      1.72      2.04
21:53:38      1.75      1.87
21:53:39      1.86      2.08
21:53:40      1.85      1.97
21:53:41      1.95      2.02
21:53:42      1.92      2.04
21:53:43      1.55      1.88
21:53:44      1.58      1.99
21:53:45      1.75      1.85
21:53:46      1.90      2.15
21:53:47      1.84      2.14
21:53:48      1.58      1.97
21:53:49      2.02      1.87
21:53:50      1.85      2.00
21:53:51      2.19      2.12
21:53:52      1.87      1.83
21:53:53      1.57      2.02
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:53:54      1.82      1.91
21:53:55      2.22      2.06
21:53:56      1.79      1.90
21:53:57      1.81      1.92
21:53:58      2.04      2.33
21:53:59      1.53      2.02
21:54:00      1.92      1.79
21:54:01      1.73      1.89
21:54:02      1.75      1.83
21:54:03      1.55      1.89
21:54:04      1.76      1.91
21:54:05      1.69      1.94
21:54:06      1.96      1.91
21:54:07      1.82      1.92
21:54:08      2.13      2.39
21:54:09      1.44      1.71
21:54:10      2.03      2.06
21:54:11      1.41      1.87
21:54:12      1.58      1.61
21:54:13      1.96      2.22
21:54:14      1.68      2.00
21:54:15      1.78      2.05
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:54:16      1.52      1.57
21:54:17      1.77      1.63
21:54:18      2.14      2.05
21:54:19      1.67      1.88
21:54:20      2.12      2.21
21:54:21      2.09      2.05
21:54:22      1.51      1.83
21:54:23      1.84      2.18
21:54:24      2.42      2.51
21:54:25      1.76      1.95
21:54:26      1.51      1.67
21:54:27      1.96      2.19
21:54:28      1.73      2.13
21:54:29      1.63      1.63
21:54:30      1.86      1.99
21:54:31      1.37      1.54
21:54:32      1.76      2.00
21:54:33      1.63      1.80
21:54:34      1.45      1.82
21:54:35      2.02      2.24
21:54:36      1.61      1.73
21:54:37      1.38      1.30
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:54:38      2.10      2.45
21:54:39      1.67      1.88
21:54:40      1.96      2.21
21:54:41      1.89      2.02
21:54:42      1.76      2.15
21:54:43      1.53      1.62
21:54:44      1.79      1.87
21:54:45      1.84      2.02
21:54:46      1.69      1.80
21:54:47      2.46      2.11
21:54:48      1.67      2.02
21:54:49      1.84      1.81
21:54:50      2.52      2.43
21:54:51      1.44      1.71
21:54:52      1.90      2.10
21:54:53      1.80      1.65
21:54:54      1.57      1.55
21:54:55      2.21      2.24
21:54:56      1.58      1.75
21:54:57      1.35      1.59
21:54:58      4.47      5.65
21:54:59      3.92      3.89
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:55:00      1.99      2.20
21:55:01      1.52      1.52
21:55:02      1.77      2.00
21:55:03      1.97      2.19
21:55:04      1.68      2.04
21:55:05      1.80      2.06
21:55:06      1.97      2.01
21:55:07      1.75      2.09
21:55:08      2.11      2.32
21:55:09      1.72      1.96
21:55:10      1.90      2.29
21:55:11      1.55      1.58
21:55:12      1.67      1.91
21:55:13      1.97      2.21
21:55:14      2.04      2.21
21:55:15      1.72      2.05
21:55:16      2.30      2.31
21:55:17      1.62      2.07
21:55:18      1.73      2.05
21:55:19      1.91      1.72
21:55:20      2.01      2.29
21:55:21      1.51      1.86
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:55:22      2.18      1.93
21:55:23      1.89      1.89
21:55:24      1.67      1.88
21:55:25      1.67      1.99
21:55:26      1.68      1.74
21:55:27      2.05      2.17
21:55:28      1.76      1.94
21:55:29      1.63      1.83
21:55:30      2.19      2.32
21:55:31      1.67      1.60
21:55:32      1.62      1.75
21:55:33      1.65      1.73
21:55:34      1.88      2.03
21:55:35      1.98      2.13
21:55:36      1.47      1.75
21:55:37      1.82      2.00
21:55:38      1.38      1.71
21:55:39      1.81      1.99
21:55:40      1.51      1.74
21:55:41      1.60      1.85
21:55:42      1.49      1.63
21:55:43      1.65      1.73
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:55:44      1.56      1.71
21:55:45      2.51      2.46
21:55:46      1.55      1.83
21:55:47      1.92      2.10
21:55:48      2.24      2.35
21:55:49      1.61      1.84
21:55:50      1.73      2.02
21:55:51      2.30      2.17
21:55:52      1.47      1.88
21:55:53      1.74      1.90
21:55:54      1.39      1.72
21:55:55      1.73      1.81
21:55:56      1.49      2.15
21:55:57      1.89      1.91
21:55:58      1.73      2.20
21:55:59      1.82      1.99
21:56:00      2.20      2.31
21:56:01      1.81      2.14
21:56:02      1.83      2.05
21:56:03      1.93      2.04
21:56:04      1.55      1.71
21:56:05      2.01      2.22
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:56:06      1.30      1.76
21:56:07      1.67      1.83
21:56:08      1.68      1.82
21:56:09      1.74      1.84
21:56:10      1.91      2.18
21:56:11      1.82      2.19
21:56:12      1.87      2.38
21:56:13      1.88      1.96
21:56:14      2.23      2.21
21:56:15      2.07      2.14
21:56:16      1.38      1.73
21:56:17      2.08      2.00
21:56:18      1.48      1.67
21:56:19      1.86      2.05
21:56:20      2.43      2.01
21:56:21      1.82      1.99
21:56:22      1.38      1.72
21:56:23      2.45      2.63
21:56:24      1.38      1.55
21:56:25      2.03      2.15
21:56:26      1.42      1.88
21:56:27      1.85      1.78
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:56:28      2.06      2.36
21:56:29      1.63      1.82
21:56:30      1.97      2.02
21:56:31      2.09      2.30
21:56:32      1.36      1.50
21:56:33      1.87      2.07
21:56:34      1.95      2.20
21:56:35      1.88      2.03
21:56:36      1.77      1.96
21:56:37      1.62      1.62
21:56:38      1.54      1.88
21:56:39      1.81      1.86
21:56:40      1.83      1.85
21:56:41      1.35      1.63
21:56:42      2.00      2.09
21:56:43      2.26      2.12
21:56:44      1.89      2.04
21:56:45      2.10      2.31
21:56:46      1.80      1.63
21:56:47      1.98      2.34
21:56:48      1.51      1.89
21:56:49      2.20      1.98
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:56:50      2.09      2.23
21:56:51      1.41      1.62
21:56:52      1.62      1.95
21:56:53      1.70      1.99
21:56:54      1.62      1.71
21:56:55      2.00      1.89
21:56:56      1.77      2.05
21:56:57      1.65      1.67
21:56:58      1.82      2.03
21:56:59      2.16      2.31
21:57:00      2.02      2.25
21:57:01      1.55      1.65
21:57:02      1.66      2.12
21:57:03      1.88      2.14
21:57:04      1.77      1.90
21:57:05      1.70      1.94
21:57:06      1.55      1.76
21:57:07      1.63      1.87
21:57:08      1.69      2.06
21:57:09      1.75      1.82
21:57:10      2.18      2.33
21:57:11      1.96      1.89
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:57:12      2.01      2.06
21:57:13      2.10      2.31
21:57:14      1.61      2.04
21:57:15      2.23      2.00
21:57:16      1.90      2.28
21:57:17      1.67      2.00
21:57:18      1.84      1.88
21:57:19      1.61      1.62
21:57:20      1.84      2.00
21:57:21      2.03      2.33
21:57:22      1.68      1.77
21:57:23      1.86      2.14
21:57:24      1.78      1.77
21:57:25      2.17      2.36
21:57:26      1.41      1.75
21:57:27      2.32      2.49
21:57:28      1.45      1.88
21:57:29      2.10      2.11
21:57:30      1.71      1.93
21:57:31      1.69      2.01
21:57:32      1.76      2.05
21:57:33      1.81      2.05
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:57:34      1.38      1.46
21:57:35      2.20      2.15
21:57:36      1.61      1.88
21:57:37      1.53      1.79
21:57:38      1.56      1.95
21:57:39      1.81      1.98
21:57:40      2.19      2.45
21:57:41      1.97      1.72
21:57:42      1.76      1.88
21:57:43      2.14      2.35
21:57:44      1.47      1.52
21:57:45      1.76      1.84
21:57:46      1.39      1.79
21:57:47      2.43      2.30
21:57:48      1.77      1.88
21:57:49      1.74      1.99
21:57:50      1.57      2.01
21:57:51      1.88      1.89
21:57:52      1.60      1.77
21:57:53      1.63      1.81
21:57:54      1.96      1.99
21:57:55      1.94      1.97
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:57:56      1.83      2.18
21:57:57      2.02      2.06
21:57:58      1.67      1.63
21:57:59      2.24      2.46
21:58:00      1.68      1.98
21:58:01      1.69      1.81
21:58:02      1.81      2.11
21:58:03      2.09      2.06
21:58:04      1.37      1.72
21:58:05      2.16      2.32
21:58:06      1.54      1.72
21:58:07      1.89      2.04
21:58:08      1.46      1.80
21:58:09      2.02      2.17
21:58:10      1.80      1.86
21:58:11      2.03      2.22
21:58:12      2.02      2.36
21:58:13      2.21      1.90
21:58:14      1.68      1.88
21:58:15      2.10      1.88
21:58:16      2.00      2.04
21:58:17      1.87      2.29
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:58:18      1.61      1.72
21:58:19      1.74      1.79
21:58:20      1.92      2.17
21:58:21      1.81      1.79
21:58:22      1.81      2.20
21:58:23      2.02      2.17
21:58:24      1.44      1.73
21:58:25      2.35      2.52
21:58:26      1.36      1.71
21:58:27      2.48      2.81
21:58:28      1.90      1.96
21:58:29      1.86      2.14
21:58:30      1.71      1.78
21:58:31      2.09      2.30
21:58:32      1.33      1.68
21:58:33      2.03      2.11
21:58:34      1.62      1.89
21:58:35      2.10      2.13
21:58:36      1.67      2.04
21:58:37      1.60      1.75
21:58:38      1.20      1.59
21:58:39      2.12      2.06
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:58:40      2.15      2.08
21:58:41      1.81      1.72
21:58:42      1.78      1.88
21:58:43      1.82      1.98
21:58:44      1.34      1.30
21:58:45      1.90      1.90
21:58:46      1.62      1.95
21:58:47      2.09      2.38
21:58:48      1.75      1.94
21:58:49      1.87      2.14
21:58:50      2.12      2.25
21:58:51      1.58      1.83
21:58:52      1.74      2.19
21:58:53      1.56      1.62
21:58:54      1.61      1.97
21:58:55      2.10      2.20
21:58:56      1.83      2.20
21:58:57      1.92      2.29
21:58:58      1.62      1.88
21:58:59      1.82      1.98
21:59:00      1.90      2.11
21:59:01      1.82      1.92
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:59:02      1.49      1.91
21:59:03      1.81      1.89
21:59:04      1.83      1.79
21:59:05      1.73      1.98
21:59:06      1.47      1.52
21:59:07      2.00      2.22
21:59:08      2.10      2.20
21:59:09      1.57      1.83
21:59:10      1.91      2.12
21:59:11      2.44      2.17
21:59:12      1.55      1.84
21:59:13      1.94      2.24
21:59:14      1.95      1.63
21:59:15      1.84      2.05
21:59:16      1.68      1.88
21:59:17      1.79      1.98
21:59:18      1.67      1.90
21:59:19      1.82      2.00
21:59:20      1.90      1.77
21:59:21      1.72      2.00
21:59:22      1.99      2.13
21:59:23      1.93      2.17
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:59:24      1.35      1.52
21:59:25      1.94      2.29
21:59:26      1.38      1.72
21:59:27      2.11      2.30
21:59:28      1.40      1.66
21:59:29      1.89      2.06
21:59:30      1.60      1.81
21:59:31      2.08      2.35
21:59:32      1.74      1.77
21:59:33      1.59      1.82
21:59:34      1.62      1.86
21:59:35      1.90      2.12
21:59:36      1.96      2.19
21:59:37      2.26      2.13
21:59:38      1.60      2.05
21:59:39      1.82      1.98
21:59:40      1.90      1.88
21:59:41      1.66      1.85
21:59:42      1.61      1.79
21:59:43      2.20      1.98
21:59:44      1.62      1.88
21:59:45      1.87      2.14
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
21:59:46      1.62      1.71
21:59:47      2.24      2.48
21:59:48      1.82      1.94
21:59:49      1.81      1.98
21:59:50      1.63      1.90
21:59:51      1.81      1.98
21:59:52      1.41      1.65
21:59:53      1.74      1.91
21:59:54      1.55      1.63
21:59:55      2.32      2.37
21:59:56      1.32      1.66
21:59:57      1.76      2.00
21:59:58      1.55      1.79
21:59:59      1.74      2.00
22:00:00      1.91      2.09
22:00:01      1.81      1.99
22:00:02      1.66      2.20
22:00:03      1.68      1.70
22:00:04      1.40      1.80
22:00:05      2.04      2.20
22:00:06      2.01      1.88
22:00:07      1.70      2.08
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:00:08      1.49      1.56
22:00:09      1.72      1.70
22:00:10      1.71      2.03
22:00:11      1.97      2.17
22:00:12      2.17      1.97
22:00:13      2.08      2.04
22:00:14      1.38      1.72
22:00:15      1.88      2.15
22:00:16      1.33      1.67
22:00:17      1.88      2.24
22:00:18      1.32      1.73
22:00:19      1.82      1.98
22:00:20      1.87      2.03
22:00:21      1.82      1.92
22:00:22      1.56      2.10
22:00:23      2.03      1.96
22:00:24      1.54      1.88
22:00:25      2.04      2.41
22:00:26      1.76      1.88
22:00:27      2.31      2.37
22:00:28      1.62      1.87
22:00:29      1.68      1.83
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:00:30      2.11      2.33
22:00:31      1.44      1.43
22:00:32      1.80      2.26
22:00:33      2.03      2.30
22:00:34      1.47      1.60
22:00:35      2.50      2.29
22:00:36      1.44      1.72
22:00:37      1.92      2.10
22:00:38      2.10      1.80
22:00:39      1.76      1.81
22:00:40      2.02      2.01
22:00:41      2.36      2.29
22:00:43      1.89      2.34
22:00:44      1.68      1.97
22:00:45      1.84      2.04
22:00:46      2.33      2.62
22:00:47      1.61      1.71
22:00:48      1.96      2.17
22:00:49      1.32      1.71
22:00:50      1.74      2.03
22:00:51      1.85      2.05
22:00:52      1.90      2.00
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:00:53      1.46      1.88
22:00:54      1.69      1.65
22:00:55      1.60      2.02
22:00:56      2.23      2.26
22:00:57      1.41      1.50
22:00:58      2.15      2.25
22:00:59      1.62      1.88
22:01:00      1.45      1.83
22:01:01      1.97      1.76
22:01:02      1.55      1.75
22:01:03      1.87      2.14
22:01:04      1.30      1.61
22:01:05      2.30      2.28
22:01:06      2.37      2.25
22:01:07      1.41      1.46
22:01:08      2.13      2.12
22:01:09      1.76      1.73
22:01:10      1.55      1.82
22:01:11      2.22      1.80
22:01:12      1.54      1.59
22:01:13      1.66      1.98
22:01:14      1.98      1.98
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:01:15      2.38      2.60
22:01:16      2.03      2.26
22:01:17      1.58      2.00
22:01:18      2.01      2.33
22:01:19      1.76      1.82
22:01:20      1.82      2.02
22:01:21      2.24      2.60
22:01:22      1.59      1.67
22:01:23      2.09      2.31
22:01:24      1.82      2.22
22:01:25      1.98      2.04
22:01:26      2.19      2.25
22:01:27      1.93      2.32
22:01:28      2.01      2.51
22:01:29      1.70      1.83
22:01:30      1.80      1.94
22:01:31      2.20      2.06
22:01:32      2.17      2.35
22:01:33      1.99      2.44
22:01:34      1.68      1.88
22:01:35      2.04      2.30
22:01:36      2.37      2.47
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:01:37      1.97      2.32
22:01:38      1.86      2.01
22:01:39      2.30      2.25
22:01:40      1.84      1.85
22:01:41      2.07      2.07
22:01:42      1.97      1.97
22:01:43      2.02      2.04
22:01:44      1.93      2.35
22:01:45      1.83      2.28
22:01:46      1.91      1.96
22:01:47      2.05      2.19
22:01:48      1.81      2.17
22:01:49      1.77      1.83
22:01:50      2.01      2.15
22:01:51      2.06      2.26
22:01:52      6.83      7.98
22:01:53      2.58      3.25
22:01:54      1.55      1.87
22:01:55      1.66      1.63
22:01:56      2.15      2.08
22:01:57      1.84      2.05
22:01:58      1.85      2.14
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:01:59      1.47      1.69
22:02:00      1.79      2.16
22:02:01      2.09      2.18
22:02:02      2.18      1.75
22:02:03      1.73      1.94
22:02:04      1.25      1.16
22:02:05      2.02      1.62
22:02:06      1.89      2.21
22:02:07      2.03      1.81
22:02:08      1.53      1.70
22:02:09      1.58      1.88
22:02:10      1.77      1.60
22:02:11      1.03      1.33
22:02:12      2.17      1.81
22:02:13      1.23      1.54
22:02:14      1.44      1.41
22:02:15      1.47      1.47
22:02:16      1.60      1.56
22:02:17      1.32      1.56
22:02:18      1.51      1.58
22:02:19      1.15      1.34
22:02:20      1.45      1.48
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:02:21      1.52      1.58
22:02:22      1.79      1.97
22:02:23      1.38      1.44
22:02:24      1.37      1.44
22:02:25      1.60      1.55
22:02:26      1.79      1.76
22:02:27      1.37      1.55
22:02:28      1.78      2.01
22:02:29      1.07      1.30
22:02:30      1.36      1.31
22:02:31      1.89      1.44
22:02:32      1.59      1.42
22:02:33      1.53      1.95
22:02:34      1.92      1.48
22:02:35      1.42      1.51
22:02:36      1.66      1.38
22:02:37      1.71      1.55
22:02:38      1.91      2.10
22:02:39      1.37      1.45
22:02:40      1.50      1.64
22:02:41      1.43      1.42
22:02:42      1.73      1.83
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:02:43      1.38      1.71
22:02:44      1.72      1.56
22:02:45      1.38      1.45
22:02:46      1.73      1.54
22:02:47      1.40      1.30
22:02:48      1.80      2.14
22:02:49      1.07      1.32
22:02:50      1.30      1.31
22:02:51      1.27      1.35
22:02:52      1.30      1.25
22:02:53      1.40      1.93
22:02:54      1.30      1.45
22:02:55      1.31      1.60
22:02:56      2.01      1.77
22:02:57      1.38      1.45
22:02:58      1.57      1.80
22:02:59      1.53      1.71
22:03:00      1.60      1.41
22:03:01      1.55      1.77
22:03:02      1.20      1.07
22:03:03      1.72      1.47
22:03:04      1.51      1.40
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:03:05      1.31      1.54
22:03:06      2.29      1.97
22:03:07      1.14      1.29
22:03:08      1.50      1.39
22:03:09      1.56      1.77
22:03:10      1.52      1.90
22:03:11      1.40      1.71
22:03:12      1.75      1.61
22:03:13      1.46      1.63
22:03:14      1.50      1.67
22:03:15      1.32      1.31
22:03:16      1.79      1.60
22:03:17      1.46      1.71
22:03:18      1.57      1.97
22:03:19      1.67      1.63
22:03:20      1.33      1.43
22:03:21      2.14      2.26
22:03:22      1.57      1.75
22:03:23      1.37      1.51
22:03:24      1.33      1.42
22:03:25      1.11      1.19
22:03:26      1.60      1.68
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:03:27      1.41      1.31
22:03:28      1.60      1.75
22:03:29      1.42      1.16
22:03:30      1.50      1.53
22:03:31      2.03      2.19
22:03:32      1.90      1.81
22:03:33      1.37      1.71
22:03:34      1.74      1.59
22:03:35      1.50      1.50
22:03:36      1.86      2.02
22:03:37      1.38      1.70
22:03:38      1.57      1.55
22:03:39      1.53      1.45
22:03:40      1.57      1.82
22:03:41      1.57      1.45
22:03:42      1.72      1.56
22:03:43      1.51      1.67
22:03:44      1.56      1.39
22:03:45      1.43      1.47
22:03:46      1.63      1.82
22:03:47      1.08      1.17
22:03:48      1.98      1.76
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:03:49      1.20      1.28
22:03:50      1.28      1.08
22:03:51      1.91      2.20
22:03:52      0.98      1.10
22:03:53      1.37      1.51
22:03:54      1.56      1.39
22:03:55      1.89      1.79
