procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0  10652    154   4789    0    0     0    16  550  489 25  1 74  0  0 2025-09-22 22:57:27
 3  0      0  10653    154   4789    0    0     0     0  527  480 26  0 74  0  0 2025-09-22 22:57:28
 4  0      0  10653    154   4789    0    0     0     0  519  481 25  1 74  0  0 2025-09-22 22:57:29
 2  0      0  10653    154   4789    0    0     0     0  531  524 25  0 75  0  0 2025-09-22 22:57:30
 3  0      0  10653    154   4789    0    0     0     0  528  477 26  0 74  0  0 2025-09-22 22:57:31
 1  0      0  10652    154   4789    0    0     0    16  590  559 25  1 74  0  0 2025-09-22 22:57:32
 3  0      0  10653    154   4789    0    0     0     0  532  461 26  1 74  0  0 2025-09-22 22:57:33
 2  0      0  10653    154   4789    0    0     0     0  500  451 25  0 75  0  0 2025-09-22 22:57:34
 1  0      0  10653    154   4789    0    0     0     0  498  438 25  0 75  0  0 2025-09-22 22:57:35
 2  0      0  10653    154   4789    0    0     0     0  487  435 25  0 74  0  0 2025-09-22 22:57:36
 3  0      0  10653    154   4789    0    0     0    16  582  521 25  1 74  0  0 2025-09-22 22:57:37
 2  0      0  10653    154   4789    0    0     0     0  613  631 25  0 74  0  0 2025-09-22 22:57:38
 2  0      0  10653    154   4789    0    0     0  1292  512  647 25  0 75  0  0 2025-09-22 22:57:39
 3  0      0  10653    154   4789    0    0     0     0  500  419 26  0 74  0  0 2025-09-22 22:57:40
 3  0      0  10653    154   4789    0    0     0     0  497  452 25  0 75  0  0 2025-09-22 22:57:41
 1  0      0  10652    154   4789    0    0     0     0  619  685 26  1 73  0  0 2025-09-22 22:57:42
 1  0      0  10652    154   4789    0    0     0    32  582  552 25  1 74  0  0 2025-09-22 22:57:43
 1  0      0  10652    154   4789    0    0     0     0  524  485 26  0 75  0  0 2025-09-22 22:57:44
 2  0      0  10652    154   4790    0    0     0     0  517  488 25  0 75  0  0 2025-09-22 22:57:45
 1  0      0  10652    154   4790    0    0     0     0  487  442 25  0 75  0  0 2025-09-22 22:57:46
 2  0      0  10652    154   4790    0    0     0     0  614  536 28  1 71  0  0 2025-09-22 22:57:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0  10652    154   4790    0    0     0    16  583  578 26  1 74  0  0 2025-09-22 22:57:48
 2  0      0  10652    154   4790    0    0     0    20  491  408 26  0 74  0  0 2025-09-22 22:57:49
 3  0      0  10651    154   4790    0    0     0     0  491  458 25  0 75  0  0 2025-09-22 22:57:50
 2  0      0  10651    154   4790    0    0     0     0  493  434 26  0 74  0  0 2025-09-22 22:57:51
 2  0      0  10652    154   4790    0    0     0     0  579  521 25  1 74  0  0 2025-09-22 22:57:52
 2  0      0  10651    154   4790    0    0     0    24  539  491 26  1 74  0  0 2025-09-22 22:57:53
 2  0      0  10651    154   4790    0    0     0    28  623  660 26  0 74  0  0 2025-09-22 22:57:54
 2  0      0  10651    154   4790    0    0     0     0  558  553 25  1 75  0  0 2025-09-22 22:57:55
 3  0      0  10651    154   4790    0    0     0     0  505  437 26  0 74  0  0 2025-09-22 22:57:56
 2  0      0  10651    154   4790    0    0     0     0  622  615 25  1 75  0  0 2025-09-22 22:57:57
 2  0      0  10651    154   4790    0    0     0    16  551  516 25  0 74  0  0 2025-09-22 22:57:58
 2  0      0  10651    154   4790    0    0     0     0  507  429 26  0 73  0  0 2025-09-22 22:57:59
 1  0      0  10651    154   4790    0    0     0     0  489  431 25  0 75  0  0 2025-09-22 22:58:00
 1  0      0  10651    154   4791    0    0     0     0  564  587 25  1 74  0  0 2025-09-22 22:58:01
 3  0      0  10651    154   4791    0    0     0     0  599  549 25  1 74  0  0 2025-09-22 22:58:02
 2  0      0  10651    154   4791    0    0     0    16  597  581 25  1 74  0  0 2025-09-22 22:58:03
 2  0      0  10651    154   4791    0    0     0     0  523  456 26  0 74  0  0 2025-09-22 22:58:04
 2  0      0  10651    154   4791    0    0     0     0  521  454 26  0 74  0  0 2025-09-22 22:58:05
 2  0      0  10651    154   4791    0    0     0     0  539  709 25  1 75  0  0 2025-09-22 22:58:06
 2  0      0  10651    154   4791    0    0     0     0  578  522 25  2 74  0  0 2025-09-22 22:58:07
 1  0      0  10651    154   4791    0    0     0    16  558  528 26  0 74  0  0 2025-09-22 22:58:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0  10651    154   4791    0    0     0     0  533  489 25  0 75  0  0 2025-09-22 22:58:09
 3  0      0  10651    154   4791    0    0     0     0  506  457 25  0 75  0  0 2025-09-22 22:58:10
 2  0      0  10651    154   4791    0    0     0     0  517  465 25  1 74  0  0 2025-09-22 22:58:11
 3  0      0  10650    154   4791    0    0     0     0  661  674 25  2 74  0  0 2025-09-22 22:58:12
 2  0      0  10651    154   4791    0    0     0    16  565  534 26  0 74  0  0 2025-09-22 22:58:13
 2  0      0  10651    154   4791    0    0     0  1804  527  471 26  0 74  0  0 2025-09-22 22:58:14
 2  0      0  10651    154   4791    0    0     0     0  525  492 25  0 74  0  0 2025-09-22 22:58:15
 2  0      0  10650    154   4791    0    0     0     0  489  427 25  0 75  0  0 2025-09-22 22:58:16
 2  0      0  10650    154   4791    0    0     0     0  579  520 26  1 73  0  0 2025-09-22 22:58:17
 2  0      0  10651    154   4791    0    0     0    32  557  527 25  1 75  0  0 2025-09-22 22:58:18
 2  0      0  10651    154   4791    0    0     0     0  553  520 26  0 73  0  0 2025-09-22 22:58:19
 1  0      0  10651    154   4791    0    0     0    20  491  433 26  0 74  0  0 2025-09-22 22:58:20
 0  0      0  10651    154   4791    0    0     0     0  507  446 25  0 75  0  0 2025-09-22 22:58:21
 3  0      0  10651    154   4792    0    0     0     0  611  554 26  1 73  0  0 2025-09-22 22:58:22
 2  0      0  10651    154   4792    0    0     0    24  550  524 24  1 75  0  0 2025-09-22 22:58:23
 2  0      0  10651    154   4792    0    0     0     0  502  421 25  0 75  0  0 2025-09-22 22:58:24
 2  0      0  10651    154   4792    0    0     0     0  517  485 26  0 74  0  0 2025-09-22 22:58:25
 3  0      0  10651    154   4792    0    0     0     0  510  457 25  1 75  0  0 2025-09-22 22:58:26
 2  0      0  10651    154   4792    0    0     0     0  570  567 25  1 74  0  0 2025-09-22 22:58:27
 2  0      0  10651    154   4792    0    0     0    16  547  511 25  1 74  0  0 2025-09-22 22:58:28
 2  0      0  10651    154   4792    0    0     0     0  507  452 25  1 75  0  0 2025-09-22 22:58:29
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0  10651    154   4792    0    0     0    16  559  543 26  0 74  0  0 2025-09-22 22:58:30
 1  0      0  10651    154   4792    0    0     0     0  505  474 25  0 75  0  0 2025-09-22 22:58:31
 2  0      0  10650    154   4792    0    0     0     0  613  569 25  1 74  0  0 2025-09-22 22:58:32
 3  0      0  10650    154   4792    0    0     0    16  585  528 26  1 74  0  0 2025-09-22 22:58:33
 2  0      0  10650    154   4792    0    0     0     0  528  469 25  0 75  0  0 2025-09-22 22:58:34
 1  0      0  10650    154   4792    0    0     0     0  522  469 26  0 74  0  0 2025-09-22 22:58:35
 1  0      0  10650    154   4792    0    0     0     0  494  446 24  0 76  0  0 2025-09-22 22:58:36
 1  0      0  10650    154   4792    0    0     0     0  566  516 26  1 73  0  0 2025-09-22 22:58:37
 2  0      0  10650    154   4792    0    0     0    16  562  572 25  1 74  0  0 2025-09-22 22:58:38
 2  0      0  10650    154   4792    0    0     0     0  538  535 25  0 75  0  0 2025-09-22 22:58:39
 2  0      0  10650    154   4792    0    0     0     0  491  426 26  0 74  0  0 2025-09-22 22:58:40
 2  0      0  10650    154   4792    0    0     0     0  497  427 25  0 74  0  0 2025-09-22 22:58:41
 1  0      0  10650    154   4792    0    0     0     0  593  532 26  1 73  0  0 2025-09-22 22:58:42
 0  0      0  10650    154   4793    0    0     0    16  637  663 26  0 74  0  0 2025-09-22 22:58:43
 2  0      0  10650    154   4793    0    0     0     0  494  441 24  1 75  0  0 2025-09-22 22:58:44
 1  0      0  10650    154   4793    0    0     0     8  515  449 26  0 74  0  0 2025-09-22 22:58:45
 0  0      0  10650    154   4793    0    0     0     0  503  448 25  0 74  0  0 2025-09-22 22:58:46
 3  0      0  10650    154   4793    0    0     0     0  577  546 25  1 74  0  0 2025-09-22 22:58:47
 0  0      0  10650    154   4793    0    0     0    24  557  533 26  1 74  0  0 2025-09-22 22:58:48
 1  0      0  10650    154   4793    0    0     0     0  541  540 25  1 74  0  0 2025-09-22 22:58:49
 0  0      0  10650    154   4793    0    0     0  1796  539  509 26  0 74  0  0 2025-09-22 22:58:50
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0  10650    154   4793    0    0     0     0  511  465 25  1 75  0  0 2025-09-22 22:58:51
 0  0      0  10650    154   4793    0    0     0     0  575  558 26  1 74  0  0 2025-09-22 22:58:52
 2  0      0  10650    154   4793    0    0     0    24  568  563 25  0 74  0  0 2025-09-22 22:58:53
 0  0      0  10650    154   4793    0    0     0     0  509  450 26  0 74  0  0 2025-09-22 22:58:54
 0  0      0  10650    154   4793    0    0     0    20  542  526 25  1 75  0  0 2025-09-22 22:58:55
 3  0      0  10650    154   4793    0    0     0     0  532  497 25  0 75  0  0 2025-09-22 22:58:56
 1  0      0  10650    154   4793    0    0     0     0  577  549 26  0 74  0  0 2025-09-22 22:58:57
 0  0      0  10649    154   4793    0    0     0    24  611  618 26  1 73  0  0 2025-09-22 22:58:58
 3  0      0  10649    154   4793    0    0     0     0  498  517 24  1 76  0  0 2025-09-22 22:58:59
 0  0      0  10649    154   4794    0    0     0     0  500  500 26  0 74  0  0 2025-09-22 22:59:00
 0  0      0  10649    154   4793    0    0     0     0  522  529 25  0 75  0  0 2025-09-22 22:59:01
 0  0      0  10649    154   4793    0    0     0     0  551  553 25  1 74  0  0 2025-09-22 22:59:02
 0  0      0  10650    154   4793    0    0     0    16  579  614 25  1 74  0  0 2025-09-22 22:59:03
 0  0      0  10650    154   4793    0    0     0     0  518  478 25  0 75  0  0 2025-09-22 22:59:04
 2  0      0  10649    154   4794    0    0     0     0  513  493 24  0 76  0  0 2025-09-22 22:59:05
 0  0      0  10649    154   4794    0    0     0    16  548  522 26  0 74  0  0 2025-09-22 22:59:06
 2  0      0  10649    154   4794    0    0     0     0  580  573 25  1 74  0  0 2025-09-22 22:59:07
 0  0      0  10649    154   4794    0    0     0    16  547  597 25  1 74  0  0 2025-09-22 22:59:08
 1  0      0  10750    154   4794    0    0     0     0  625  679 23  1 76  0  0 2025-09-22 22:59:09
 4  0      0  10465    154   4794    0    0     0     0 1860 2459 61 13 27  0  0 2025-09-22 22:59:10
 4  0      0  10384    154   4794    0    0     0     0 1158  635 91  4  5  0  0 2025-09-22 22:59:11
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10374    154   4794    0    0     0     0 1129  468 99  1  0  0  0 2025-09-22 22:59:12
 4  0      0  10310    154   4794    0    0     0    64 1256  742 95  5  0  0  0 2025-09-22 22:59:13
 4  0      0  10250    154   4794    0    0     0     0 1193  597 93  4  3  0  0 2025-09-22 22:59:14
 7  0      0  10227    154   4794    0    0     0     0 1178  530 98  1  1  0  0 2025-09-22 22:59:15
 4  0      0  10220    154   4794    0    0     0     4 1181  666 91  1  8  0  0 2025-09-22 22:59:16
 4  0      0  10217    154   4794    0    0     0     0 1175  653 99  1  0  0  0 2025-09-22 22:59:17
 4  0      0  10217    154   4794    0    0     0    16 1259  839 97  0  3  0  0 2025-09-22 22:59:18
 4  0      0  10217    154   4794    0    0     0     0 1166  533 100  0  0  0  0 2025-09-22 22:59:19
 4  0      0  10217    154   4794    0    0     0     0 1140  464 99  0  0  0  0 2025-09-22 22:59:20
 5  0      0  10217    154   4794    0    0     0     0 1218  809 91  0  9  0  0 2025-09-22 22:59:21
 4  0      0  10216    154   4794    0    0     0     0 1210  625 99  1  0  0  0 2025-09-22 22:59:22
 4  0      0  10216    154   4794    0    0     0     0 1346  928 98  0  1  0  0 2025-09-22 22:59:23
 4  0      0  10216    154   4794    0    0     0    16 1135  451 99  0  0  0  0 2025-09-22 22:59:24
 5  0      0  10216    154   4794    0    0     0     0 1285  714 100  0  0  0  0 2025-09-22 22:59:25
 6  0      0  10216    154   4794    0    0     0  1048 1315  834 96  0  4  0  0 2025-09-22 22:59:26
 4  0      0  10215    154   4794    0    0     0     0 1175  562 99  1  0  0  0 2025-09-22 22:59:27
 4  0      0  10216    154   4794    0    0     0     0 1278  840 91  0  8  0  0 2025-09-22 22:59:28
 4  0      0  10216    154   4794    0    0     0    40 1154  490 99  0  0  0  0 2025-09-22 22:59:29
 4  0      0  10216    154   4794    0    0     0     0 1183  743 88  0 11  0  0 2025-09-22 22:59:30
 6  0      0  10216    154   4794    0    0     0     0 1185  564 100  0  0  0  0 2025-09-22 22:59:31
 4  0      0  10215    154   4794    0    0     0     0 1177  540 99  1  0  0  0 2025-09-22 22:59:32
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10215    154   4794    0    0     0     0 1119  441 99  0  1  0  0 2025-09-22 22:59:33
 8  0      0  10215    154   4794    0    0     0    16 1254  707 96  0  4  0  0 2025-09-22 22:59:34
 4  0      0  10215    154   4794    0    0     0     0 1178  525 100  0  0  0  0 2025-09-22 22:59:35
 5  0      0  10215    154   4794    0    0     0     0 1181  584 98  0  2  0  0 2025-09-22 22:59:36
 4  0      0  10215    154   4794    0    0     0     0 1194  757 98  1  1  0  0 2025-09-22 22:59:37
 4  0      0  10215    154   4794    0    0     0     0 1212  623 99  0  1  0  0 2025-09-22 22:59:38
 4  0      0  10215    154   4794    0    0     0    16 1177  777 90  0 10  0  0 2025-09-22 22:59:39
 4  0      0  10215    154   4794    0    0     0     0 1187  567 99  0  1  0  0 2025-09-22 22:59:40
 5  0      0  10215    154   4794    0    0     0   280 1230  683 97  1  2  0  0 2025-09-22 22:59:41
 4  0      0  10215    154   4794    0    0     0     0 1182  645 99  1  0  0  0 2025-09-22 22:59:42
 4  0      0  10215    154   4794    0    0     0     0 1188  822 89  0 10  0  0 2025-09-22 22:59:43
 4  0      0  10215    154   4794    0    0     0    40 1146  482 100  0  0  0  0 2025-09-22 22:59:44
 4  0      0  10215    154   4794    0    0     0     0 1338  935 94  0  6  0  0 2025-09-22 22:59:45
 7  0      0  10215    154   4794    0    0     0     0 1153  484 99  1  1  0  0 2025-09-22 22:59:46
 4  0      0  10214    154   4794    0    0     0     0 1300  883 95  1  5  0  0 2025-09-22 22:59:47
 4  0      0  10214    154   4794    0    0     0     0 1159  546 100  0  0  0  0 2025-09-22 22:59:48
 4  0      0  10214    154   4794    0    0     0     0 1231  725 94  0  6  0  0 2025-09-22 22:59:49
 5  0      0  10214    154   4794    0    0     0    16 1159  501 100  0  0  0  0 2025-09-22 22:59:50
 5  0      0  10214    154   4794    0    0     0     0 1150  463 100  0  0  0  0 2025-09-22 22:59:51
 4  0      0  10214    154   4794    0    0     0     8 1224  614 99  1  0  0  0 2025-09-22 22:59:52
 4  0      0  10213    154   4794    0    0     0     0 1124  454 99  1  1  0  0 2025-09-22 22:59:53
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10213    154   4794    0    0     0     0 1211  618 99  0  1  0  0 2025-09-22 22:59:54
 4  0      0  10213    154   4794    0    0     0    24 1144  420 99  0  0  0  0 2025-09-22 22:59:55
 7  0      0  10212    154   4794    0    0     0     0 1136  490 99  0  0  0  0 2025-09-22 22:59:56
 4  0      0  10212    154   4794    0    0     0    20 1146  508 99  1  1  0  0 2025-09-22 22:59:57
 4  0      0  10213    154   4794    0    0     0     0 1196  587 99  1  0  0  0 2025-09-22 22:59:58
 4  0      0  10213    154   4794    0    0     0     0 1129  437 98  0  2  0  0 2025-09-22 22:59:59
 4  0      0  10213    154   4794    0    0     0    36 1337  957 97  1  3  0  0 2025-09-22 23:00:00
 5  0      0  10213    154   4794    0    0     0     0 1142  486 99  1  0  0  0 2025-09-22 23:00:01
 4  0      0  10213    154   4794    0    0     0    24 1205  822 87  1 12  0  0 2025-09-22 23:00:02
 4  0      0  10214    154   4794    0    0     0     0 1180  583 100  0  0  0  0 2025-09-22 23:00:03
 5  0      0  10214    154   4794    0    0     0     0 1175  558 99  0  1  0  0 2025-09-22 23:00:04
 4  0      0  10214    154   4794    0    0     0     0 1172  531 98  0  2  0  0 2025-09-22 23:00:05
 5  0      0  10214    154   4794    0    0     0     0 1211  585 99  0  0  0  0 2025-09-22 23:00:06
 4  0      0  10213    154   4794    0    0     0    16 1267  811 94  0  5  0  0 2025-09-22 23:00:07
 4  0      0  10213    154   4794    0    0     0     0 1169  578 99  1  0  0  0 2025-09-22 23:00:08
 6  0      0  10213    154   4794    0    0     0     0 1176  569 98  0  2  0  0 2025-09-22 23:00:09
 4  0      0  10213    154   4794    0    0     0     0 1198  655 97  0  2  0  0 2025-09-22 23:00:10
 6  0      0  10213    154   4794    0    0     0     0 1170  592 100  0  0  0  0 2025-09-22 23:00:11
 4  0      0  10213    154   4794    0    0     0    16 1147  480 99  1  0  0  0 2025-09-22 23:00:12
 4  0      0  10213    154   4794    0    0     0     0 1118  422 100  0  0  0  0 2025-09-22 23:00:13
 4  0      0  10213    154   4794    0    0     0     0 1139  522 99  0  1  0  0 2025-09-22 23:00:14
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10213    154   4794    0    0     0     0 1199  669 98  0  2  0  0 2025-09-22 23:00:15
 5  0      0  10213    154   4794    0    0     0     0 1172  502 99  0  0  0  0 2025-09-22 23:00:16
 4  0      0  10213    154   4794    0    0     0    48 1178  585 99  0  1  0  0 2025-09-22 23:00:17
 4  0      0  10212    154   4794    0    0     0     0 1218  641 98  1  1  0  0 2025-09-22 23:00:18
 4  0      0  10212    154   4794    0    0     0     0 1275  763 98  0  2  0  0 2025-09-22 23:00:19
 4  0      0  10212    154   4794    0    0     0     0 1136  506 100  0  0  0  0 2025-09-22 23:00:20
 6  0      0  10212    154   4794    0    0     0     0 1217  825 91  0  8  0  0 2025-09-22 23:00:21
 4  0      0  10213    154   4794    0    0     0    16 1156  550 100  0  0  0  0 2025-09-22 23:00:22
 4  0      0  10213    154   4794    0    0     0     0 1229  800 92  1  8  0  0 2025-09-22 23:00:23
 4  0      0  10213    154   4794    0    0     0     0 1136  484 100  0  0  0  0 2025-09-22 23:00:24
 4  0      0  10213    154   4794    0    0     0     0 1153  464 99  0  1  0  0 2025-09-22 23:00:25
 6  0      0  10212    154   4794    0    0     0     0 1307 1191 95  1  5  0  0 2025-09-22 23:00:26
 4  0      0  10213    154   4794    0    0     0    16 1179  629 98  1  1  0  0 2025-09-22 23:00:27
 4  0      0  10213    154   4794    0    0     0   284 1226  714 97  0  2  0  0 2025-09-22 23:00:28
 4  0      0  10213    154   4794    0    0     0     0 1131  414 100  0  0  0  0 2025-09-22 23:00:29
 4  0      0  10213    154   4794    0    0     0     0 1263  764 95  0  5  0  0 2025-09-22 23:00:30
 6  0      0  10212    154   4794    0    0     0     0 1214  926 99  0  1  0  0 2025-09-22 23:00:31
 4  0      0  10212    154   4794    0    0     0    48 1123  505 98  0  1  0  0 2025-09-22 23:00:32
 4  0      0  10213    154   4794    0    0     0     4 1189  579 100  0  0  0  0 2025-09-22 23:00:33
 4  0      0  10213    154   4794    0    0     0     0 1102  416 100  0  0  0  0 2025-09-22 23:00:34
 4  0      0  10212    154   4795    0    0     0     0 1219  706 96  1  4  0  0 2025-09-22 23:00:35
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 6  0      0  10212    154   4795    0    0     0     0 1139  501 99  1  0  0  0 2025-09-22 23:00:36
 4  0      0  10212    154   4795    0    0     0    16 1163  579 98  0  2  0  0 2025-09-22 23:00:37
 4  0      0  10212    154   4795    0    0     0     0 1157  575 98  1  1  0  0 2025-09-22 23:00:38
 5  0      0  10212    154   4795    0    0     0     0 1201  630 97  0  3  0  0 2025-09-22 23:00:39
 4  0      0  10212    154   4795    0    0     0     0 1131  408 100  0  0  0  0 2025-09-22 23:00:40
 6  0      0  10212    154   4795    0    0     0     0 1175  592 98  1  1  0  0 2025-09-22 23:00:41
 4  0      0  10212    154   4795    0    0     0    16 1236  691 97  0  2  0  0 2025-09-22 23:00:42
 4  0      0  10212    154   4795    0    0     0     0 1195  633 100  0  0  0  0 2025-09-22 23:00:43
 4  0      0  10212    154   4795    0    0     0     0 1170  701 91  0  9  0  0 2025-09-22 23:00:44
 4  0      0  10212    154   4795    0    0     0     0 1135  475 100  0  0  0  0 2025-09-22 23:00:45
 6  0      0  10211    154   4795    0    0     0     0 1196  798 99  0  0  0  0 2025-09-22 23:00:46
 4  0      0  10211    154   4795    0    0     0    16 1246  826 92  0  7  0  0 2025-09-22 23:00:47
 4  0      0  10211    154   4795    0    0     0     0 1147  541 100  0  0  0  0 2025-09-22 23:00:48
 4  0      0  10211    154   4795    0    0     0     0 1241  779 92  0  8  0  0 2025-09-22 23:00:49
 4  0      0  10211    154   4795    0    0     0     0 1159  506 99  0  1  0  0 2025-09-22 23:00:50
 5  0      0  10211    154   4795    0    0     0     0 1144  469 100  0  0  0  0 2025-09-22 23:00:51
 4  0      0  10211    154   4795    0    0     0    16 1188  606 98  0  1  0  0 2025-09-22 23:00:52
 4  0      0  10211    154   4795    0    0     0    32 1165  540 100  0  0  0  0 2025-09-22 23:00:53
 4  0      0  10211    154   4795    0    0     0     0 1106  343 99  0  0  0  0 2025-09-22 23:00:54
 4  0      0  10211    154   4795    0    0     0     0 1165  470 99  0  1  0  0 2025-09-22 23:00:55
 6  0      0  10211    154   4795    0    0     0     0 1231  692 96  1  4  0  0 2025-09-22 23:00:56
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10211    154   4795    0    0     0    16 1147  544 99  0  1  0  0 2025-09-22 23:00:57
