  Time           ens2       
22:58:54      1.51      1.83
22:58:55      1.78      1.87
22:58:56      1.74      1.97
22:58:57      1.78      1.98
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:58:58      1.40      1.71
22:58:59      1.84      2.18
22:59:00      2.37      2.30
22:59:01      1.74      2.05
22:59:02      1.62      1.99
22:59:03      1.46      1.63
22:59:04      1.82      1.75
22:59:05      2.18      2.14
22:59:06      1.81      2.09
22:59:07      1.82      2.23
22:59:08      1.68      1.97
22:59:09      3.82      4.70
22:59:10      5.92      6.10
22:59:11      2.11      2.32
22:59:12      1.14      1.09
22:59:13      1.43      1.82
22:59:14      1.41      1.58
22:59:15      1.90      1.99
22:59:16      1.72      1.57
22:59:17      1.58      1.60
22:59:18      1.62      1.96
22:59:19      2.01      1.97
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:59:20      1.74      1.66
22:59:21      1.67      1.73
22:59:22      1.94      1.83
22:59:23      1.44      1.58
22:59:24      1.44      1.54
22:59:25      2.05      2.24
22:59:26      1.37      1.75
22:59:27      1.38      1.38
22:59:28      1.80      2.08
22:59:29      1.37      1.53
22:59:30      1.73      1.66
22:59:31      1.60      1.89
22:59:32      1.23      1.45
22:59:33      1.13      1.38
22:59:34      1.47      1.93
22:59:35      1.74      1.67
22:59:36      1.51      1.80
22:59:37      1.37      1.56
22:59:38      1.80      2.13
22:59:39      1.37      1.55
22:59:40      1.64      1.82
22:59:41      1.15      1.49
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:59:42      1.54      1.95
22:59:43      1.63      1.62
22:59:44      1.37      1.59
22:59:45      2.26      1.81
22:59:46      1.18      1.71
22:59:47      1.56      1.71
22:59:48      1.70      1.80
22:59:49      1.58      1.73
22:59:50      1.60      1.61
22:59:51      1.76      1.73
22:59:52      1.25      1.55
22:59:53      1.27      1.47
22:59:54      1.83      2.19
22:59:55      1.54      1.45
22:59:56      1.43      1.69
22:59:57      1.67      1.91
22:59:58      1.38      1.72
22:59:59      1.62      1.70
23:00:00      1.83      1.72
23:00:01      1.41      1.68
23:00:02      1.47      1.61
23:00:03      1.43      1.71
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:00:04      1.50      1.60
23:00:05      2.04      2.04
23:00:06      1.86      2.09
23:00:07      1.43      1.66
23:00:08      1.52      1.81
23:00:09      1.46      1.68
23:00:10      1.74      1.85
23:00:11      1.54      1.55
23:00:12      1.51      1.53
23:00:13      1.14      1.38
23:00:14      1.81      1.78
23:00:15      1.42      1.50
23:00:16      1.52      1.74
23:00:17      1.52      1.28
23:00:18      1.51      1.88
23:00:19      1.76      1.86
23:00:20      1.78      1.56
23:00:21      1.87      1.94
23:00:22      1.32      1.49
23:00:23      1.37      1.78
23:00:24      1.36      1.47
23:00:25      1.67      1.88
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:00:26      1.31      1.71
23:00:27      1.50      1.66
23:00:28      1.41      1.89
23:00:29      1.63      1.73
23:00:30      1.43      1.41
23:00:31      1.87      2.01
23:00:32      1.32      1.50
23:00:33      1.27      1.42
23:00:34      1.07      1.39
23:00:35      2.63      2.72
23:00:36      1.44      1.70
23:00:37      1.50      1.66
23:00:38      1.37      1.71
23:00:39      1.61      1.85
23:00:40      1.63      1.62
23:00:41      1.49      1.69
23:00:42      1.34      1.53
23:00:43      1.94      1.96
23:00:44      1.50      1.47
23:00:45      1.66      1.56
23:00:46      1.90      1.61
23:00:47      1.60      1.76
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:00:48      1.52      1.75
23:00:49      2.03      1.94
23:00:50      1.61      1.59
23:00:51      1.43      1.70
23:00:52      1.44      1.66
23:00:53      1.43      1.64
23:00:54      1.14      1.33
23:00:55      1.66      1.74
23:00:56      1.30      1.59
23:00:57      1.39      1.66
23:00:58      1.30      1.62
23:00:59      1.24      1.57
23:01:00      1.85      1.88
23:01:01      1.38      1.71
23:01:02      1.32      1.56
23:01:03      1.31      1.60
23:01:04      1.12      1.57
23:01:05      1.93      1.98
23:01:06      1.37      1.70
23:01:07      1.67      1.63
23:01:08      1.32      1.46
23:01:09      1.61      1.78
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:01:10      1.57      1.63
23:01:11      1.65      1.80
23:01:12      2.16      1.89
23:01:13      1.26      1.39
23:01:14      1.07      1.09
23:01:15      2.35      2.28
23:01:16      1.31      1.47
23:01:17      1.74      1.75
23:01:18      2.01      1.87
23:01:19      1.79      1.83
23:01:20      1.60      1.63
23:01:21      1.65      1.90
23:01:22      1.38      1.66
23:01:23      1.47      1.79
23:01:24      1.56      1.65
23:01:25      2.17      2.18
23:01:26      1.28      1.57
23:01:27      1.82      1.86
23:01:28      1.57      1.82
23:01:29      1.64      1.75
23:01:30      1.48      1.50
23:01:31      1.69      2.02
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:01:32      1.22      1.26
23:01:33      1.73      1.85
23:01:34      1.14      1.27
23:01:35      1.66      1.75
23:01:36      1.35      1.60
23:01:37      1.30      1.30
23:01:38      1.58      1.98
23:01:39      1.60      1.71
23:01:40      1.96      2.11
23:01:41      1.77      1.70
23:01:42      1.44      1.66
23:01:43      1.37      1.47
23:01:44      1.79      1.96
23:01:45      1.74      1.73
23:01:46      1.48      1.88
23:01:47      1.84      1.44
23:01:48      1.24      1.61
23:01:49      1.57      1.89
23:01:50      1.22      1.22
23:01:51      1.57      1.88
23:01:52      1.10      1.58
23:01:53      1.60      1.83
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:01:54      1.07      1.22
23:01:55      1.72      1.85
23:01:56      1.32      1.57
23:01:57      1.74      1.71
23:01:58      1.20      1.58
23:01:59      1.87      1.89
23:02:00      1.66      1.56
23:02:01      1.34      1.58
23:02:02      1.27      1.51
23:02:03      1.14      1.49
23:02:04      1.66      1.88
23:02:05      1.82      1.79
23:02:06      1.59      1.80
23:02:07      1.82      1.96
23:02:08      1.50      1.56
23:02:09      1.23      1.50
23:02:10      2.50      2.13
23:02:11      1.22      1.48
23:02:12      2.51      2.11
23:02:13      1.44      1.71
23:02:14      1.52      1.83
23:02:15      1.37      1.29
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:02:16      1.55      1.42
23:02:17      1.60      1.80
23:02:18      1.84      2.10
23:02:19      1.41      1.64
23:02:20      1.64      1.73
23:02:21      1.43      1.69
23:02:22      1.44      1.66
23:02:23      1.52      1.88
23:02:24      1.32      1.56
23:02:25      1.69      1.71
23:02:26      1.21      1.64
23:02:27      1.63      1.69
23:02:28      1.30      1.76
23:02:29      1.50      1.66
23:02:30      1.53      1.45
23:02:31      1.63      1.97
23:02:32      1.31      1.55
23:02:33      1.50      1.56
23:02:34      1.47      1.74
23:02:35      1.40      1.33
23:02:36      1.14      1.54
23:02:37      1.79      1.88
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:02:38      1.36      1.56
23:02:39      1.89      1.65
23:02:40      1.35      1.59
23:02:41      1.82      1.98
23:02:42      1.48      1.40
23:02:43      1.62      1.88
23:02:44      1.24      1.51
23:02:45      2.50      2.29
23:02:47      1.52      1.81
23:02:48      1.67      1.74
23:02:49      1.65      1.93
23:02:50      1.36      1.61
23:02:51      1.32      1.50
23:02:52      1.41      1.70
23:02:53      1.59      1.60
23:02:54      1.52      1.77
23:02:55      2.01      2.14
23:02:56      1.31      1.27
23:02:57      1.22      1.48
23:02:58      2.01      2.36
23:02:59      1.28      1.58
23:03:00      1.40      1.57
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:03:01      1.35      1.40
23:03:02      1.34      1.88
23:03:03      1.22      1.50
23:03:04      1.54      1.88
23:03:05      1.56      1.70
23:03:06      1.66      1.77
23:03:07      1.35      1.86
23:03:08      1.68      1.79
23:03:09      1.88      1.77
23:03:10      1.63      2.00
23:03:11      1.84      1.80
23:03:12      1.91      1.80
23:03:13      1.54      1.88
23:03:14      1.63      1.81
23:03:15      1.42      1.32
23:03:16      2.27      2.27
23:03:17      1.08      1.30
23:03:18      1.50      1.50
23:03:19      1.38      1.52
23:03:20      1.60      1.69
23:03:21      1.57      1.78
23:03:22      1.58      1.75
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:03:23      1.37      1.62
23:03:24      1.55      1.81
23:03:25      1.33      1.63
23:03:26      1.59      1.68
23:03:27      1.50      1.81
23:03:28      1.77      1.74
23:03:29      1.57      1.57
23:03:30      1.52      1.75
23:03:31      1.74      1.79
23:03:32      1.42      1.70
23:03:33      1.49      1.39
23:03:34      1.49      1.71
23:03:35      1.51      1.65
23:03:36      1.57      1.62
23:03:37      1.84      1.73
23:03:38      1.08      1.21
23:03:39      1.80      2.27
23:03:40      1.71      1.53
23:03:41      1.91      1.95
23:03:42      1.44      1.71
23:03:43      1.55      1.76
23:03:44      1.77      1.51
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:03:45      1.62      1.77
23:03:46      1.65      1.74
23:03:47      1.66      2.02
23:03:48      1.74      1.85
23:03:49      1.67      1.87
23:03:50      1.50      1.82
23:03:51      1.28      1.38
23:03:52      1.79      2.03
23:03:53      1.61      1.88
23:03:54      1.44      1.59
23:03:55      1.25      1.62
23:03:56      1.58      1.58
23:03:57      1.67      1.84
23:03:58      1.44      1.45
23:03:59      1.40      1.78
23:04:00      1.59      1.75
23:04:01      1.45      1.30
23:04:02      1.71      1.99
23:04:03      1.38      1.55
23:04:04      1.72      1.99
23:04:05      1.60      1.86
23:04:06      2.01      1.61
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:04:07      1.66      1.67
23:04:08      1.43      1.29
23:04:09      2.20      2.14
23:04:10      1.37      1.54
23:04:11      1.97      2.07
23:04:12      2.05      1.85
23:04:13      1.55      1.40
23:04:14      1.42      1.70
23:04:15      1.37      1.40
23:04:16      1.60      1.55
23:04:17      1.82      2.22
23:04:18      1.50      1.55
23:04:19      1.27      1.42
23:04:20      1.83      1.96
23:04:21      1.52      1.58
23:04:22      1.20      1.54
23:04:23      1.67      1.89
23:04:24      1.50      1.88
23:04:25      1.74      1.88
23:04:26      1.46      1.29
23:04:27      1.48      1.97
23:04:28      2.89      1.54
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:04:29      1.62      1.60
23:04:30      1.79      2.00
23:04:31      1.60      1.68
23:04:32      1.60      1.97
23:04:33      1.81      1.70
23:04:34      1.57      1.55
23:04:35      1.52      1.53
23:04:36      1.73      1.79
23:04:37      1.40      1.69
23:04:38      1.78      1.64
23:04:39      1.08      1.31
23:04:40      1.73      2.02
23:04:41      1.84      1.62
23:04:42      1.56      1.70
23:04:43      1.24      1.35
23:04:44      1.71      2.00
23:04:45      1.17      1.39
23:04:46      1.75      1.88
23:04:47      1.71      1.80
23:04:48      1.43      1.54
23:04:49      1.70      1.97
23:04:50      1.61      1.71
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:04:51      1.50      1.67
23:04:52      1.39      1.71
23:04:53      1.27      1.50
23:04:54      1.67      1.93
23:04:55      1.39      1.66
23:04:56      1.37      1.56
23:04:57      1.67      1.82
23:04:58      1.76      1.91
23:04:59      1.79      2.05
23:05:00      1.08      1.20
23:05:01      1.44      1.55
23:05:02      1.38      1.54
23:05:03      1.55      1.90
23:05:04      1.77      1.71
23:05:05      1.61      1.83
23:05:06      1.57      1.62
23:05:07      2.00      1.97
23:05:08      1.46      1.74
23:05:09      1.15      1.48
23:05:10      2.07      1.88
23:05:11      1.74      1.79
23:05:12      1.57      1.80
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:05:13      1.38      1.30
23:05:14      1.57      1.81
23:05:15      1.31      1.49
23:05:16      2.00      2.11
23:05:17      1.54      1.87
23:05:18      1.57      1.84
23:05:19      1.65      1.63
23:05:20      1.27      1.53
23:05:21      1.24      1.29
23:05:22      1.98      2.44
23:05:23      1.32      1.49
23:05:24      1.80      2.04
23:05:25      1.07      1.33
23:05:26      1.85      1.79
23:05:27      1.67      1.93
23:05:28      1.65      1.91
23:05:29      1.37      1.45
23:05:30      1.60      1.89
23:05:31      1.87      1.83
23:05:32      1.73      1.93
23:05:33      3.77      2.17
23:05:34      1.46      1.66
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:05:35      1.43      1.71
23:05:36      1.80      1.48
23:05:37      1.44      1.63
23:05:38      1.66      1.72
23:05:39      1.90      1.72
23:05:40      1.61      1.71
23:05:41      1.44      1.43
23:05:42      1.27      1.53
23:05:43      1.67      1.62
23:05:44      1.76      2.12
23:05:45      1.21      1.42
23:05:46      1.72      1.68
23:05:47      2.01      2.06
23:05:48      1.38      1.54
23:05:49      1.63      2.04
23:05:50      1.42      1.70
23:05:51      1.57      1.84
23:05:52      1.44      1.57
23:05:53      1.12      1.40
23:05:54      1.57      1.98
23:05:55      1.31      1.55
23:05:56      1.73      1.52
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:05:57      1.37      1.63
23:05:58      1.97      2.06
23:05:59      1.24      1.67
23:06:00      1.73      1.88
23:06:01      1.62      1.43
23:06:02      1.60      1.41
23:06:03      1.44      1.86
23:06:04      1.57      1.74
23:06:05      1.88      1.79
23:06:06      2.21      1.80
23:06:07      1.45      1.72
23:06:08      2.20      2.00
23:06:09      1.38      1.71
23:06:10      1.44      1.72
23:06:11      2.04      1.89
23:06:12      1.52      1.65
23:06:13      1.56      1.71
23:06:14      1.44      1.71
23:06:15      1.62      1.78
23:06:16      1.95      2.01
23:06:17      1.79      2.04
23:06:18      1.44      1.55
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:06:19      1.44      1.80
23:06:20      1.60      1.71
23:06:21      1.58      1.47
23:06:22      1.06      1.30
23:06:23      1.95      2.19
23:06:24      1.43      1.71
23:06:25      1.44      1.66
23:06:26      1.83      1.93
23:06:27      1.50      1.80
23:06:28      1.36      1.54
23:06:29      1.68      1.72
23:06:30      1.16      1.34
23:06:31      1.86      1.42
23:06:32      1.63      1.97
23:06:33      1.34      1.56
23:06:34      1.69      1.66
23:06:35      1.18      1.41
23:06:36      1.72      1.53
23:06:37      1.50      1.49
23:06:38      1.35      1.68
23:06:39      1.65      1.95
23:06:40      1.29      1.45
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:06:41      1.84      1.75
23:06:42      1.37      1.59
23:06:43      1.01      1.22
23:06:44      1.57      2.21
23:06:45      1.32      1.50
23:06:46      1.93      1.71
23:06:47      1.61      1.89
23:06:48      1.43      1.59
23:06:49      1.28      1.51
23:06:50      1.80      2.00
23:06:51      1.53      1.36
23:06:52      1.55      1.85
23:06:53      1.68      1.80
23:06:54      1.43      1.70
23:06:55      1.57      1.81
23:06:56      1.89      1.51
23:06:57      1.65      2.00
23:06:58      1.47      1.50
23:06:59      1.58      2.04
23:07:00      1.76      1.48
23:07:01      1.89      1.69
23:07:02      1.78      1.76
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:07:03      1.49      1.26
23:07:04      1.13      1.38
23:07:05      1.95      2.31
23:07:06      1.87      1.20
23:07:07      1.53      1.84
23:07:08      1.39      1.56
23:07:09      1.58      1.97
23:07:10      1.30      1.55
23:07:11      1.70      1.68
23:07:12      1.44      1.68
23:07:13      1.37      1.54
23:07:14      1.57      1.82
23:07:15      1.30      1.54
23:07:16      1.84      1.73
23:07:17      1.55      1.88
23:07:18      1.51      1.66
23:07:19      1.57      2.06
23:07:20      1.57      1.66
23:07:21      1.54      1.29
23:07:22      1.64      1.80
23:07:23      1.55      1.71
23:07:24      1.27      1.22
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:07:25      1.07      1.33
23:07:26      1.83      1.88
23:07:27      1.37      1.69
23:07:28      1.80      2.04
23:07:29      1.76      1.70
23:07:30      1.55      1.40
23:07:31      1.49      1.66
23:07:32      1.70      1.76
23:07:33      1.39      1.42
23:07:34      1.43      1.71
23:07:35      1.88      1.84
23:07:36      1.65      1.36
23:07:37      1.74      1.89
23:07:38      1.38      1.55
23:07:39      1.36      1.59
23:07:40      1.44      1.79
23:07:41      1.66      1.38
23:07:42      1.29      1.65
23:07:43      1.38      1.49
23:07:44      1.20      1.38
23:07:45      1.30      1.50
23:07:46      2.39      2.62
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:07:47      1.35      1.84
23:07:48      1.25      1.54
23:07:49      1.44      1.77
23:07:50      1.38      1.55
23:07:51      1.85      1.88
23:07:52      1.43      1.69
23:07:53      1.61      1.88
23:07:54      1.48      1.71
23:07:55      1.55      1.71
23:07:56      1.69      1.46
23:07:57      1.54      1.63
23:07:58      1.62      1.44
23:07:59      1.37      1.57
23:08:00      1.50      1.72
23:08:01      1.81      1.57
23:08:02      1.80      1.87
23:08:03      1.31      1.55
23:08:04      1.83      1.56
23:08:05      1.19      1.57
23:08:06      1.91      1.62
23:08:07      1.54      1.81
23:08:08      1.51      1.40
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:08:09      1.22      1.44
23:08:10      1.45      1.62
23:08:11      1.67      1.59
23:08:12      1.44      1.55
23:08:13      1.16      1.33
23:08:14      1.72      1.84
23:08:15      1.44      1.65
23:08:16      1.56      1.38
23:08:17      1.67      1.83
23:08:18      1.16      1.34
23:08:19      1.81      2.05
23:08:20      1.43      1.55
23:08:21      1.74      1.72
23:08:22      1.21      1.47
23:08:23      1.62      1.63
23:08:24      1.55      1.86
23:08:25      1.44      1.42
23:08:26      1.29      1.22
23:08:27      1.77      1.82
23:08:28      1.59      1.75
23:08:29      1.57      1.81
23:08:30      1.76      1.54
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:08:31      1.56      1.67
23:08:32      1.43      1.78
23:08:33      1.57      1.44
23:08:34      1.90      2.28
23:08:35      1.40      1.71
23:08:36      1.30      1.43
23:08:37      1.37      1.70
23:08:38      1.90      1.80
23:08:39      1.15      1.28
23:08:40      1.50      1.59
23:08:41      1.64      1.85
23:08:42      1.74      2.03
23:08:43      1.36      1.56
23:08:44      1.80      1.89
23:08:45      1.32      1.55
23:08:46      1.40      1.39
23:08:47      1.62      1.88
23:08:48      1.23      1.45
23:08:49     12.94      6.41
23:08:50      1.78      1.91
23:08:51      2.02      1.91
23:08:52      6.94      4.34
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:08:53      1.78      1.90
23:08:54      1.68      1.60
23:08:55      1.67      1.87
23:08:56      1.99      1.61
23:08:57      1.45      1.81
23:08:58      1.73      1.88
23:08:59      1.91      1.55
23:09:00      1.43      1.57
23:09:01      1.57      1.65
23:09:02      2.07      1.76
23:09:03      1.57      1.83
23:09:04      1.43      1.27
23:09:05      2.03      2.15
23:09:06      1.46      1.46
23:09:07      1.31      1.43
23:09:08      1.20      1.39
23:09:09      1.60      1.83
23:09:10      1.64      1.77
23:09:11      1.90      1.58
23:09:12      1.31      1.51
23:09:13      1.79      2.05
23:09:14      1.44      1.70
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:09:15      1.40      1.72
23:09:16      1.92      1.91
23:09:17      1.62      1.88
23:09:18      1.30      1.45
23:09:19      1.61      1.95
23:09:20      1.51      1.66
23:09:21      1.47      1.48
23:09:22      1.56      2.04
23:09:23      1.51      1.59
23:09:24      1.56      1.61
23:09:25      1.63      1.48
23:09:26      2.03      2.13
23:09:27      1.31      1.62
23:09:28      1.59      1.39
23:09:29      1.37      1.77
23:09:30      1.50      1.65
23:09:31      1.87      1.57
23:09:32      1.43      1.62
23:09:33      1.54      1.46
23:09:34      1.35      1.71
23:09:35      1.55      1.72
23:09:36      1.72      1.68
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:09:37      1.51      1.80
23:09:38      1.43      1.56
23:09:39      1.34      1.58
23:09:40      1.67      1.77
23:09:41      1.50      1.50
23:09:42      1.37      1.58
23:09:43      1.51      1.59
23:09:44      1.50      1.71
23:09:45      1.74      1.88
23:09:46      1.56      1.56
23:09:47      1.69      1.98
23:09:48      1.36      1.33
23:09:49      1.62      1.87
23:09:50      1.43      1.55
23:09:51      1.57      1.72
23:09:52      1.58      1.77
23:09:53      1.73      1.91
23:09:54      1.83      1.71
23:09:55      1.50      1.66
23:09:56      1.81      1.77
23:09:57      1.71      1.71
23:09:58      1.48      1.83
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:09:59      1.38      1.46
23:10:00      1.84      1.65
23:10:01      1.77      1.88
23:10:02      1.44      1.80
23:10:03      1.31      1.55
23:10:04      1.56      1.54
23:10:05      1.63      1.57
23:10:06      1.88      1.80
23:10:07      1.61      1.88
23:10:08      1.21      1.07
23:10:09      1.17      1.30
23:10:10      1.42      1.36
23:10:11      1.83      1.85
23:10:12      1.57      1.80
23:10:13      1.47      1.88
23:10:14      1.44      1.40
23:10:15      1.24      1.55
23:10:16      2.09      2.04
23:10:17      1.61      1.87
23:10:18      1.37      1.35
23:10:19      1.61      1.73
23:10:20      1.30      1.28
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:10:21      1.71      1.74
23:10:22      1.43      1.43
23:10:23      1.84      1.39
23:10:24      1.49      1.44
23:10:25      1.32      1.25
23:10:26      1.92      1.67
23:10:27      1.57      1.77
23:10:28      1.37      1.33
23:10:29      1.60      1.29
23:10:30      2.01      1.95
23:10:31      1.67      1.66
23:10:32      1.28      1.30
23:10:33      1.57      1.57
23:10:34      1.72      1.88
23:10:35      1.44      1.67
23:10:36      1.68      1.72
23:10:37      1.45      1.55
23:10:38      1.57      1.73
23:10:39      1.14      1.35
23:10:40      2.09      2.14
23:10:41      1.46      1.68
23:10:42      1.57      1.55
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:10:43      1.37      1.64
23:10:44      1.80      2.04
23:10:45      1.31      1.30
23:10:46      1.79      1.46
23:10:47      1.54      1.88
23:10:48      1.51      1.40
23:10:49      1.13      1.31
23:10:50      1.43      1.48
23:10:51      1.67      1.78
23:10:52      1.84      1.73
23:10:53      1.44      1.78
23:10:54      1.74      1.97
23:10:55      1.88      1.29
23:10:56      1.50      1.65
23:10:57      1.48      1.47
23:10:58      2.08      1.98
23:10:59      1.32      1.44
23:11:00      1.52      1.50
23:11:01      1.37      1.64
23:11:02      1.68      1.96
23:11:03      1.42      1.51
23:11:04      1.57      1.38
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:11:05      1.93      1.91
23:11:06      1.43      1.65
23:11:07      1.64      1.54
23:11:08      1.51      1.65
23:11:09      1.43      1.45
23:11:10      1.37      1.33
23:11:11      1.95      1.92
23:11:12      1.25      1.31
23:11:13      1.62      1.40
23:11:14      1.16      1.30
23:11:15      2.03      1.98
23:11:16      1.31      1.55
23:11:17      1.88      1.89
23:11:18      1.38      1.54
23:11:19      1.65      1.85
23:11:20      1.32      1.55
23:11:21      2.13      1.84
23:11:22      1.31      1.54
23:11:23      1.81      1.76
23:11:24      1.71      1.48
23:11:25      1.90      1.88
23:11:26      1.31      1.61
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:11:27      1.90      1.55
23:11:28      1.31      1.54
23:11:29      1.56      1.56
23:11:30      1.29      1.14
23:11:31      1.20      1.39
23:11:32      1.25      1.30
23:11:33      1.57      1.57
23:11:34      1.24      1.44
23:11:35      1.88      1.87
23:11:36      1.38      1.78
23:11:37      1.66      1.55
23:11:38      1.32      1.54
23:11:39      1.66      1.73
23:11:40      1.54      1.62
23:11:41      1.50      1.54
23:11:42      1.52      1.87
23:11:43      1.50      1.41
23:11:44      1.62      2.02
23:11:45      1.67      1.72
23:11:46      1.67      1.81
23:11:47      1.67      1.83
23:11:48      1.90      1.80
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
23:11:49      1.62      1.55
23:11:50      1.74      1.27
23:11:51      1.37      1.46
23:11:52      1.14      1.11
23:11:53      1.97      1.82
23:11:54      1.18      1.50
23:11:55      1.67      1.73
