Linux 5.4.0-216-generic (cloud3gxie) 	09/22/25 	_x86_64_	(4 CPU)

22:56:45     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
22:58:53     all   25.44    0.00    0.25    0.25    0.00    0.25    0.00    0.00    0.00   73.82
22:58:54     all   25.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   74.50
22:58:55     all   24.87    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   74.62
22:58:56     all   25.44    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   74.56
22:58:57     all   25.31    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   74.19
22:58:58     all   25.56    0.00    0.25    0.00    0.00    0.25    0.00    0.00    0.00   73.93
22:58:59     all   24.56    0.00    0.50    0.00    0.00    0.50    0.00    0.00    0.00   74.44
22:59:00     all   25.06    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   74.69
22:59:01     all   25.44    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   74.56
22:59:02     all   25.44    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   74.06
22:59:03     all   25.31    0.00    0.99    0.25    0.00    0.00    0.00    0.00    0.00   73.45
22:59:04     all   24.43    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   75.31
22:59:05     all   24.56    0.00    0.25    0.00    0.00    0.25    0.00    0.00    0.00   74.94
22:59:06     all   25.63    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   74.37
22:59:07     all   24.56    0.00    1.00    0.00    0.00    0.25    0.00    0.00    0.00   74.19
22:59:08     all   25.32    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   74.43
22:59:09     all   24.12    0.00    0.75    0.00    0.00    0.00    0.00    0.00    0.00   75.13
22:59:10     all   26.95   29.72   13.35    0.00    0.00    0.25    0.00    0.00    0.00   29.72
22:59:11     all    5.97   84.58    4.23    0.00    0.00    0.00    0.00    0.00    0.00    5.22
22:59:12     all    0.25   98.24    1.26    0.00    0.00    0.00    0.00    0.00    0.00    0.25
22:59:13     all    2.98   92.31    4.22    0.00    0.00    0.00    0.00    0.00    0.00    0.50
22:59:14     all    3.82   89.57    3.56    0.00    0.00    0.00    0.00    0.00    0.00    3.05
22:59:15     all    1.75   96.75    1.25    0.00    0.00    0.00    0.00    0.00    0.00    0.25
22:59:16     all    4.26   85.96    0.50    0.00    0.00    0.00    0.00    0.00    0.00    9.27
22:59:17     all    2.00   97.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.50
