procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0  10595    155   4909    0    0     0    12  156  244  0  0 100  0  0 2025-09-22 22:56:55
 0  0      0  10595    155   4909    0    0     0     0  148  237  0  0 100  0  0 2025-09-22 22:56:56
 0  0      0  10595    155   4909    0    0     0    36  163  265  0  0 100  0  0 2025-09-22 22:56:57
 0  0      0  10595    155   4909    0    0     0     0  162  231  0  0 100  0  0 2025-09-22 22:56:58
 0  0      0  10595    155   4909    0    0     0     0  147  243  0  0 100  0  0 2025-09-22 22:56:59
 0  0      0  10595    155   4909    0    0     0     4  160  236  0  0 100  0  0 2025-09-22 22:57:00
 0  0      0  10595    155   4909    0    0     0     0  141  217  0  0 100  0  0 2025-09-22 22:57:01
 0  0      0  10595    155   4909    0    0     0    28  162  234  0  0 100  0  0 2025-09-22 22:57:02
 0  0      0  10595    155   4909    0    0     0     0  153  226  0  0 100  0  0 2025-09-22 22:57:03
 4  0      0  10316    155   4909    0    0     0     0 1439 2023 39  9 52  0  0 2025-09-22 22:57:04
 4  0      0  10226    155   4909    0    0     0   248 1218  752 92  3  5  0  0 2025-09-22 22:57:05
 4  0      0  10213    155   4909    0    0     0     0 1116  390 99  1  0  0  0 2025-09-22 22:57:06
 4  0      0  10150    155   4909    0    0     0    68 1207  512 97  2  0  0  0 2025-09-22 22:57:07
 4  0      0  10084    155   4909    0    0     0     0 1178  520 97  3  0  0  0 2025-09-22 22:57:08
 4  0      0  10061    155   4909    0    0     0     0 1179  496 99  1  0  0  0 2025-09-22 22:57:09
 4  0      0  10051    155   4909    0    0     0     0 1278  809 99  1  1  0  0 2025-09-22 22:57:10
 4  0      0  10050    155   4909    0    0     0     0 1183  601 98  0  2  0  0 2025-09-22 22:57:11
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10050    155   4909    0    0     0    20 1176  551 98  0  1  0  0 2025-09-22 22:57:12
 4  0      0  10050    155   4909    0    0     0     0 1157  468 100  0  0  0  0 2025-09-22 22:57:13
 4  0      0  10050    155   4909    0    0     0     0 1207  650 97  0  2  0  0 2025-09-22 22:57:14
 4  0      0  10050    155   4909    0    0     0    60 1183  646 98  1  1  0  0 2025-09-22 22:57:15
 4  0      0  10050    155   4909    0    0     0     0 1171  574 100  0  0  0  0 2025-09-22 22:57:16
 4  0      0  10050    155   4909    0    0     0    20 1153  522 97  0  3  0  0 2025-09-22 22:57:17
 4  0      0  10050    155   4909    0    0     0     0 1174  543 97  1  2  0  0 2025-09-22 22:57:18
 4  0      0  10049    155   4910    0    0     0     0 1146  455 99  0  0  0  0 2025-09-22 22:57:19
 4  0      0  10048    155   4910    0    0     0     0 1338  965 96  1  3  0  0 2025-09-22 22:57:20
 4  0      0  10048    155   4910    0    0     0     0 1151  551 100  0  0  0  0 2025-09-22 22:57:21
 4  0      0  10048    155   4910    0    0     0    20 1189  546 98  0  1  0  0 2025-09-22 22:57:22
 4  0      0  10048    155   4910    0    0     0     0 1154  502 100  0  0  0  0 2025-09-22 22:57:23
 5  0      0  10048    155   4910    0    0     0     0 1237  637 99  1  1  0  0 2025-09-22 22:57:24
 4  0      0  10047    155   4910    0    0     0     0 1260  687 98  1  1  0  0 2025-09-22 22:57:25
 4  0      0  10047    155   4910    0    0     0     0 1163  637 99  1  1  0  0 2025-09-22 22:57:26
 4  0      0  10047    155   4910    0    0     0    20 1293  989 92  0  8  0  0 2025-09-22 22:57:27
 4  0      0  10047    155   4910    0    0     0     0 1132  484 99  1  0  0  0 2025-09-22 22:57:28
 5  0      0  10046    155   4910    0    0     0     0 1153  506 98  0  1  0  0 2025-09-22 22:57:29
 5  0      0  10045    155   4910    0    0     0     0 1169  561 99  0  0  0  0 2025-09-22 22:57:30
 5  0      0  10045    155   4910    0    0     0     0 1195  660 99  1  1  0  0 2025-09-22 22:57:31
 8  0      0  10045    155   4910    0    0     0    20 1150  490 98  1  2  0  0 2025-09-22 22:57:32
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10045    155   4910    0    0     0     0 1224  656 97  0  3  0  0 2025-09-22 22:57:33
 4  0      0  10044    155   4911    0    0     0     0 1193  590 99  0  0  0  0 2025-09-22 22:57:34
 4  0      0  10044    155   4911    0    0     0     0 1260  830 98  1  2  0  0 2025-09-22 22:57:35
 3  0      0  10044    155   4911    0    0     0  1824 1212  660 98  0  1  0  0 2025-09-22 22:57:36
 4  0      0  10044    155   4911    0    0     0    32 1290  767 98  1  2  0  0 2025-09-22 22:57:37
 4  0      0  10044    155   4911    0    0     0     0 1192  538 99  1  0  0  0 2025-09-22 22:57:38
 5  0      0  10044    155   4911    0    0     0     0 1150  522 96  0  3  0  0 2025-09-22 22:57:39
 4  0      0  10043    155   4911    0    0     0     0 1171  610 99  0  0  0  0 2025-09-22 22:57:40
 4  0      0  10043    155   4911    0    0     0     0 1218  679 99  1  1  0  0 2025-09-22 22:57:41
 4  0      0  10043    155   4911    0    0     0    20 1142  476 99  0  1  0  0 2025-09-22 22:57:42
 4  0      0  10043    155   4911    0    0     0     0 1266  810 96  1  3  0  0 2025-09-22 22:57:43
 4  0      0  10043    155   4911    0    0     0     0 1172  481 100  0  1  0  0 2025-09-22 22:57:44
 4  0      0  10043    155   4911    0    0     0     0 1223  793 99  1  0  0  0 2025-09-22 22:57:45
 5  0      0  10043    155   4911    0    0     0     0 1179  574 99  0  0  0  0 2025-09-22 22:57:46
 4  0      0  10043    155   4911    0    0     0    20 1231  635 100  0  0  0  0 2025-09-22 22:57:47
 4  0      0  10043    155   4912    0    0     0     0 1209  646 100  0  0  0  0 2025-09-22 22:57:48
 4  0      0  10043    155   4912    0    0     0     0 1145  481 100  0  0  0  0 2025-09-22 22:57:49
 4  0      0  10042    155   4912    0    0     0     0 1204  677 96  1  3  0  0 2025-09-22 22:57:50
 4  0      0  10042    155   4912    0    0     0    12 1258  775 98  0  1  0  0 2025-09-22 22:57:51
 4  0      0  10042    155   4912    0    0     0    20 1170  512 100  1  0  0  0 2025-09-22 22:57:52
 4  0      0  10042    155   4912    0    0     0     0 1137  455 99  0  1  0  0 2025-09-22 22:57:53
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10042    155   4912    0    0     0     0 1199  571 100  0  0  0  0 2025-09-22 22:57:54
 4  0      0  10040    155   4912    0    0     0     0 1505  617 97  1  2  0  0 2025-09-22 22:57:55
 4  0      0  10039    155   4912    0    0     0     0 1178  576 100  0  0  0  0 2025-09-22 22:57:56
 4  0      0  10039    155   4912    0    0     0    20 1138  455 100  0  0  0  0 2025-09-22 22:57:57
 4  0      0  10039    155   4912    0    0     0     0 1225  659 99  1  0  0  0 2025-09-22 22:57:58
 4  0      0  10038    155   4913    0    0     0     0 1227  767 93  0  7  0  0 2025-09-22 22:57:59
 4  0      0  10037    155   4913    0    0     0     0 1161  548 99  1  0  0  0 2025-09-22 22:58:00
 1  0      0  10038    155   4913    0    0     0     0  929  483 79  0 21  0  0 2025-09-22 22:58:01
 5  0      0  10037    155   4913    0    0     0    20 1100 1059 59  0 41  0  0 2025-09-22 22:58:02
 4  0      0  10037    155   4913    0    0     0     0 1199  614 97  1  2  0  0 2025-09-22 22:58:03
 4  0      0  10037    155   4913    0    0     0     0 1122  398 100  0  0  0  0 2025-09-22 22:58:04
 4  0      0  10035    155   4913    0    0     0     0 1214  703 96  1  4  0  0 2025-09-22 22:58:05
 5  0      0  10035    155   4913    0    0     0     0 1188  570 97  0  2  0  0 2025-09-22 22:58:06
 4  0      0  10035    155   4913    0    0     0    56 1185  566 98  0  2  0  0 2025-09-22 22:58:07
 6  0      0  10035    155   4913    0    0     0     0 1186  594 97  0  3  0  0 2025-09-22 22:58:08
 4  0      0  10035    155   4913    0    0     0     0 1217  650 98  0  2  0  0 2025-09-22 22:58:09
 4  0      0  10035    155   4913    0    0     0     0 1277  801 98  1  2  0  0 2025-09-22 22:58:10
 5  0      0  10035    155   4913    0    0     0     0 1158  563 100  0  0  0  0 2025-09-22 22:58:11
 4  0      0  10035    155   4913    0    0     0  2336 1218  601 100  0  0  0  0 2025-09-22 22:58:12
 4  0      0  10035    155   4913    0    0     0     0 1198  731 93  0  7  0  0 2025-09-22 22:58:13
 4  0      0  10035    155   4913    0    0     0     0 1142  441 99  0  0  0  0 2025-09-22 22:58:14
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10035    155   4913    0    0     0     0 1164  730 100  0  0  0  0 2025-09-22 22:58:15
 4  0      0  10035    155   4914    0    0     0     0 1176  597 98  0  2  0  0 2025-09-22 22:58:16
 4  0      0  10035    155   4914    0    0     0    20 1192  577 100  0  0  0  0 2025-09-22 22:58:17
 4  0      0  10035    155   4914    0    0     0     0 1147  524 98  1  2  0  0 2025-09-22 22:58:18
 4  0      0  10035    155   4914    0    0     0     0 1179  611 96  0  4  0  0 2025-09-22 22:58:19
 4  0      0  10033    155   4914    0    0     0     0 1285  887 95  1  4  0  0 2025-09-22 22:58:20
 4  0      0  10032    155   4914    0    0     0     0 1148  548 99  1  0  0  0 2025-09-22 22:58:21
 4  0      0  10032    155   4914    0    0     0    20 1205  588 99  1  0  0  0 2025-09-22 22:58:22
 4  0      0  10032    155   4914    0    0     0     0 1220  638 99  1  0  0  0 2025-09-22 22:58:23
 4  0      0  10032    155   4914    0    0     0     0 1184  543 100  0  0  0  0 2025-09-22 22:58:24
 4  0      0  10032    155   4914    0    0     0     0 1234  737 97  1  3  0  0 2025-09-22 22:58:25
 4  0      0  10031    155   4914    0    0     0     0 1171  633 94  1  6  0  0 2025-09-22 22:58:26
 4  0      0  10031    155   4914    0    0     0    32 1192  598 99  1  0  0  0 2025-09-22 22:58:27
 4  0      0  10031    155   4914    0    0     0     0 1243  714 96  0  4  0  0 2025-09-22 22:58:28
 4  0      0  10031    155   4914    0    0     0     0 1205  601 99  0  1  0  0 2025-09-22 22:58:29
 4  0      0  10030    155   4914    0    0     0     0 1218  687 99  1  1  0  0 2025-09-22 22:58:30
 5  0      0  10030    155   4914    0    0     0     0 1170  598 97  0  2  0  0 2025-09-22 22:58:31
 4  0      0  10029    155   4915    0    0     0    20 1229  674 98  0  2  0  0 2025-09-22 22:58:32
 4  0      0  10029    155   4915    0    0     0     0 1157  749 99  0  1  0  0 2025-09-22 22:58:33
 4  0      0  10029    155   4915    0    0     0     0 1154  473 99  0  1  0  0 2025-09-22 22:58:34
 4  0      0  10029    155   4915    0    0     0     0 1295  917 98  1  2  0  0 2025-09-22 22:58:35
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 6  0      0  10029    155   4915    0    0     0     0 1234  816 98  1  2  0  0 2025-09-22 22:58:36
 4  0      0  10029    155   4915    0    0     0    20 1157  512 98  0  2  0  0 2025-09-22 22:58:37
 4  0      0  10029    155   4915    0    0     0     0 1180  573 99  0  0  0  0 2025-09-22 22:58:38
 5  0      0  10029    155   4915    0    0     0     0 1131  450 100  0  0  0  0 2025-09-22 22:58:39
 4  0      0  10029    155   4915    0    0     0     0 1353 1095 97  1  2  0  0 2025-09-22 22:58:40
 4  0      0  10029    155   4915    0    0     0     0 1213  649 98  1  2  0  0 2025-09-22 22:58:41
 4  0      0  10029    155   4916    0    0     0  2360 1207  615 98  0  2  0  0 2025-09-22 22:58:42
 4  0      0  10029    155   4916    0    0     0     0 1147  589 99  1  1  0  0 2025-09-22 22:58:43
 4  0      0  10029    155   4916    0    0     0     0 1191  579 98  1  2  0  0 2025-09-22 22:58:44
 3  0      0  10028    155   4916    0    0     0     0 1206  676 96  1  3  0  0 2025-09-22 22:58:45
 4  0      0  10027    155   4916    0    0     0     0 1195  609 99  1  0  0  0 2025-09-22 22:58:46
 4  0      0  10027    155   4916    0    0     0    32 1162  550 97  0  3  0  0 2025-09-22 22:58:47
 4  0      0  10027    155   4916    0    0     0     0 1154  511 99  1  0  0  0 2025-09-22 22:58:48
 5  0      0  10027    155   4916    0    0     0     0 1156  511 98  0  2  0  0 2025-09-22 22:58:49
 4  0      0  10026    155   4916    0    0     0     0 1266  846 95  1  4  0  0 2025-09-22 22:58:50
 3  0      0  10026    155   4916    0    0     0     0 1168  623 99  1  0  0  0 2025-09-22 22:58:51
 4  0      0  10026    155   4916    0    0     0    20 1185  542 99  0  1  0  0 2025-09-22 22:58:52
 7  0      0  10025    155   4916    0    0     0     0 1205  605 98  0  2  0  0 2025-09-22 22:58:53
 4  0      0  10025    155   4916    0    0     0     0 1179  601 99  0  0  0  0 2025-09-22 22:58:54
 4  0      0  10025    155   4916    0    0     0     0 1249  753 99  1  0  0  0 2025-09-22 22:58:55
 4  0      0  10026    155   4916    0    0     0     0 1289  928 96  1  3  0  0 2025-09-22 22:58:56
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10026    155   4917    0    0     0    20 1167  552 100  0  0  0  0 2025-09-22 22:58:57
 1  0      0  10025    155   4917    0    0     0    12 1193  611 97  0  3  0  0 2025-09-22 22:58:58
 4  0      0  10025    155   4917    0    0     0     0  980  779 60  0 39  0  0 2025-09-22 22:58:59
 4  0      0  10024    155   4917    0    0     0     0 1186  606 99  1  0  0  0 2025-09-22 22:59:00
 4  0      0  10024    155   4917    0    0     0     0 1133  488 99  1  0  0  0 2025-09-22 22:59:01
 4  0      0  10024    155   4917    0    0     0    20 1231  698 98  1  2  0  0 2025-09-22 22:59:02
 7  0      0  10024    155   4917    0    0     0     0 1155  503 100  0  0  0  0 2025-09-22 22:59:03
 7  0      0  10024    155   4917    0    0     0     0 1216  652 97  1  2  0  0 2025-09-22 22:59:04
 4  0      0  10023    155   4917    0    0     0     0 1213  651 99  1  1  0  0 2025-09-22 22:59:05
 4  0      0  10023    155   4917    0    0     0     0 1175  566 99  1  0  0  0 2025-09-22 22:59:06
 4  0      0  10023    155   4917    0    0     0    20 1232  733 97  0  2  0  0 2025-09-22 22:59:07
 4  0      0  10023    155   4917    0    0     0     0 1254  709 98  1  2  0  0 2025-09-22 22:59:08
 4  0      0  10023    155   4917    0    0     0     0 1172  532 99  1  0  0  0 2025-09-22 22:59:09
 4  0      0  10023    155   4917    0    0     0     0 1218  710 98  1  1  0  0 2025-09-22 22:59:10
 4  0      0  10023    155   4917    0    0     0     0 1189  717 98  1  1  0  0 2025-09-22 22:59:11
 4  0      0  10023    155   4917    0    0     0    20 1160  490 100  0  0  0  0 2025-09-22 22:59:12
 4  0      0  10023    155   4918    0    0     0    20 1375 1013 96  0  3  0  0 2025-09-22 22:59:13
 4  0      0  10023    155   4918    0    0     0     0 1140  458 99  0  0  0  0 2025-09-22 22:59:14
 4  0      0  10023    155   4918    0    0     0     0 1237  705 98  1  1  0  0 2025-09-22 22:59:15
 4  0      0  10023    155   4918    0    0     0     0 1176  605 100  0  0  0  0 2025-09-22 22:59:16
 4  0      0  10023    155   4918    0    0     0    36 1231  658 97  0  3  0  0 2025-09-22 22:59:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10023    155   4918    0    0     0  2308 1165  559 99  1  0  0  0 2025-09-22 22:59:18
 4  0      0  10023    155   4918    0    0     0     0 1159  548 98  0  2  0  0 2025-09-22 22:59:19
 4  0      0  10023    155   4918    0    0     0     0 1192  635 99  1  0  0  0 2025-09-22 22:59:20
 4  0      0  10023    155   4918    0    0     0     0 1207  709 97  1  3  0  0 2025-09-22 22:59:21
 4  0      0  10023    155   4918    0    0     0    28 1211  667 96  0  4  0  0 2025-09-22 22:59:22
 4  0      0  10023    155   4918    0    0     0     0 1165  560 97  1  2  0  0 2025-09-22 22:59:23
 6  0      0  10022    155   4919    0    0     0     0 1152  548 97  0  3  0  0 2025-09-22 22:59:24
 4  0      0  10022    155   4919    0    0     0     0 1189  619 99  1  0  0  0 2025-09-22 22:59:25
 4  0      0  10022    155   4919    0    0     0     0 1169  569 99  1  0  0  0 2025-09-22 22:59:26
 5  0      0  10022    155   4919    0    0     0    20 1193  564 99  0  0  0  0 2025-09-22 22:59:27
 4  0      0  10022    155   4919    0    0     0     0 1174  546 100  0  0  0  0 2025-09-22 22:59:28
 4  0      0  10022    155   4919    0    0     0     0 1152  478 99  0  0  0  0 2025-09-22 22:59:29
 4  0      0  10021    155   4919    0    0     0     0 1277  843 96  1  4  0  0 2025-09-22 22:59:30
 4  0      0  10022    155   4919    0    0     0     0 1177  712 98  0  2  0  0 2025-09-22 22:59:31
 4  0      0  10022    155   4919    0    0     0    20 1156  535 98  0  2  0  0 2025-09-22 22:59:32
 4  0      0  10022    155   4919    0    0     0     0 1181  549 98  0  2  0  0 2025-09-22 22:59:33
 4  0      0  10022    155   4919    0    0     0    20 1138  489 99  0  2  0  0 2025-09-22 22:59:34
 4  0      0  10021    155   4919    0    0     0     0 1190  748 98  0  1  0  0 2025-09-22 22:59:35
 4  0      0  10021    155   4919    0    0     0     0 1232  740 97  1  2  0  0 2025-09-22 22:59:36
 5  0      0  10021    155   4919    0    0     0    20 1264  676 100  0  0  0  0 2025-09-22 22:59:37
 4  0      0  10021    155   4919    0    0     0     0 1187  527 99  0  0  0  0 2025-09-22 22:59:38
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 6  0      0  10021    155   4920    0    0     0     0 1280  740 100  0  0  0  0 2025-09-22 22:59:39
 4  0      0  10020    155   4920    0    0     0     0 1397 1172 96  1  3  0  0 2025-09-22 22:59:40
 4  0      0  10020    155   4920    0    0     0     0 1212  713 97  0  3  0  0 2025-09-22 22:59:41
 3  0      0  10020    155   4920    0    0     0    20 1228  639 99  0  1  0  0 2025-09-22 22:59:42
 4  0      0  10020    155   4920    0    0     0     0 1245  835 94  0  6  0  0 2025-09-22 22:59:43
 4  0      0  10020    155   4920    0    0     0    28 1158  476 99  1  0  0  0 2025-09-22 22:59:44
 4  0      0  10020    155   4920    0    0     0     0 1225  710 98  1  1  0  0 2025-09-22 22:59:45
 4  0      0  10020    155   4920    0    0     0     0 1172  587 99  1  0  0  0 2025-09-22 22:59:46
 2  0      0  10020    155   4920    0    0     0    40 1166  522 100  0  0  0  0 2025-09-22 22:59:47
 2  0      0  10020    155   4920    0    0     0     0 1217  658 100  0  0  0  0 2025-09-22 22:59:48
 5  0      0  10020    155   4920    0    0     0     0 1232  635 99  0  1  0  0 2025-09-22 22:59:49
 7  0      0  10019    155   4920    0    0     0     0 1187  767 97  1  2  0  0 2025-09-22 22:59:50
 6  0      0  10019    155   4920    0    0     0     0 1209  669 99  0  1  0  0 2025-09-22 22:59:51
 4  0      0  10019    155   4920    0    0     0    20 1172  485 99  0  0  0  0 2025-09-22 22:59:52
 2  0      0  10019    155   4920    0    0     0     0 1153  501 99  0  2  0  0 2025-09-22 22:59:53
 4  0      0  10019    155   4921    0    0     0  2564 1177  557 99  0  1  0  0 2025-09-22 22:59:54
 5  0      0  10019    155   4921    0    0     0     0 1215  660 99  1  0  0  0 2025-09-22 22:59:55
 3  0      0  10019    155   4921    0    0     0     0 1174  652 99  0  1  0  0 2025-09-22 22:59:56
 4  0      0  10019    155   4921    0    0     0    28  795  886 37  0 64  0  0 2025-09-22 22:59:57
 4  0      0  10018    155   4921    0    0     0     0 1130  410 100  0  0  0  0 2025-09-22 22:59:58
 4  0      0  10018    155   4921    0    0     0     0 1156  482 100  0  0  0  0 2025-09-22 22:59:59
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10018    155   4921    0    0     0     0 1191  590 99  1  1  0  0 2025-09-22 23:00:00
 4  0      0  10018    155   4921    0    0     0     0 1241  802 95  0  5  0  0 2025-09-22 23:00:01
 4  0      0  10018    155   4921    0    0     0    28 1172  527 99  1  0  0  0 2025-09-22 23:00:02
 4  0      0  10018    155   4921    0    0     0     0 1240  707 98  0  2  0  0 2025-09-22 23:00:03
 5  0      0  10018    155   4921    0    0     0     0 1160  533 99  0  0  0  0 2025-09-22 23:00:04
 4  0      0  10018    155   4921    0    0     0     0 1289  957 94  1  5  0  0 2025-09-22 23:00:05
 4  0      0  10018    155   4921    0    0     0     0 1225  685 100  0  0  0  0 2025-09-22 23:00:06
 4  0      0  10018    155   4921    0    0     0    20 1139  422 100  0  0  0  0 2025-09-22 23:00:07
 4  0      0  10018    155   4921    0    0     0     0 1139  482 100  0  0  0  0 2025-09-22 23:00:08
 4  0      0  10018    155   4921    0    0     0    28 1261  701 99  0  0  0  0 2025-09-22 23:00:09
 4  0      0  10018    155   4922    0    0     0     0 1290  771 98  1  2  0  0 2025-09-22 23:00:10
 4  0      0  10017    155   4922    0    0     0     0 1232  667 99  1  0  0  0 2025-09-22 23:00:11
 4  0      0  10017    155   4922    0    0     0    20 1195  680 99  1  1  0  0 2025-09-22 23:00:12
 4  0      0  10017    155   4922    0    0     0     0 1126  419 100  0  0  0  0 2025-09-22 23:00:13
 4  0      0  10017    155   4922    0    0     0     0 1161  525 99  1  0  0  0 2025-09-22 23:00:14
 4  0      0  10017    155   4922    0    0     0    16 1270  804 95  1  5  0  0 2025-09-22 23:00:15
 4  0      0  10017    155   4922    0    0     0     0 1202  670 99  1  1  0  0 2025-09-22 23:00:16
 5  0      0  10017    155   4922    0    0     0    36 1194  568 99  1  0  0  0 2025-09-22 23:00:17
 4  0      0  10017    155   4922    0    0     0     0 1231  661 98  0  2  0  0 2025-09-22 23:00:18
 4  0      0  10017    155   4922    0    0     0     0 1179  565 98  1  2  0  0 2025-09-22 23:00:19
 4  0      0  10016    155   4922    0    0     0    12 1196  649 98  1  1  0  0 2025-09-22 23:00:20
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10016    155   4922    0    0     0     0 1181  542 99  0  1  0  0 2025-09-22 23:00:21
 7  0      0  10016    155   4923    0    0     0    36 1203  645 96  0  4  0  0 2025-09-22 23:00:22
 7  0      0  10016    155   4923    0    0     0     0 1190  602 99  0  0  0  0 2025-09-22 23:00:23
 4  0      0  10016    155   4923    0    0     0     0 1187  572 99  1  0  0  0 2025-09-22 23:00:24
 4  0      0  10016    155   4923    0    0     0     0 1250  794 98  1  2  0  0 2025-09-22 23:00:25
 5  0      0  10016    155   4923    0    0     0     0 1188  583 100  0  0  0  0 2025-09-22 23:00:26
 5  0      0  10016    155   4923    0    0     0    20 1200  633 98  0  2  0  0 2025-09-22 23:00:27
 4  0      0  10016    155   4923    0    0     0     0 1210  587 100  0  0  0  0 2025-09-22 23:00:28
 4  0      0  10016    155   4923    0    0     0     0 1395 1141 94  0  6  0  0 2025-09-22 23:00:29
 5  0      0  10016    155   4923    0    0     0  2308 1192  648 99  1  0  0  0 2025-09-22 23:00:30
 4  0      0  10016    155   4923    0    0     0     0 1233  862 95  1  5  0  0 2025-09-22 23:00:31
 4  0      0  10016    155   4923    0    0     0    28 1166  486 99  1  0  0  0 2025-09-22 23:00:32
 6  0      0  10016    155   4923    0    0     0     0 1146  461 100  0  0  0  0 2025-09-22 23:00:33
 4  0      0  10016    155   4923    0    0     0     0 1144  449 100  0  0  0  0 2025-09-22 23:00:34
 4  0      0  10015    155   4923    0    0     0     0 1227  720 99  1  1  0  0 2025-09-22 23:00:35
 4  0      0  10016    155   4924    0    0     0     0 1302  971 98  0  1  0  0 2025-09-22 23:00:36
 4  0      0  10016    155   4924    0    0     0    20 1154  469 99  0  1  0  0 2025-09-22 23:00:37
 4  0      0  10016    155   4924    0    0     0     0 1165  517 99  0  1  0  0 2025-09-22 23:00:38
 4  0      0  10016    155   4924    0    0     0     0 1178  583 98  0  2  0  0 2025-09-22 23:00:39
 6  0      0  10015    155   4924    0    0     0     0 1183  646 98  1  1  0  0 2025-09-22 23:00:40
 4  0      0  10015    155   4924    0    0     0     0 1163  561 100  0  0  0  0 2025-09-22 23:00:41
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
