procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 6  0      0   9717    154   4910    0    0     0     0 1210  906 87  3 10  0  0 2025-09-22 22:26:06
 7  0      0   9708    154   4910    0    0     0    20 1098  662 83  1 16  0  0 2025-09-22 22:26:07
 6  0      0   9687    154   4911    0    0     0     0 1074  667 83  2 15  0  0 2025-09-22 22:26:08
 5  0      0   9675    154   4911    0    0     0     0 1104  705 86  1 13  0  0 2025-09-22 22:26:09
 6  0      0   9662    154   4911    0    0     0  1608 1267 1100 81  3 16  0  0 2025-09-22 22:26:10
 7  0      0   9660    154   4911    0    0     0     0 1059  643 86  0 13  0  0 2025-09-22 22:26:11
 7  0      0   9660    154   4911    0    0     0    36 1119  723 86  0 14  0  0 2025-09-22 22:26:12
 7  0      0   9660    154   4911    0    0     0     0 1086  647 86  0 14  0  0 2025-09-22 22:26:13
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 6  0      0   9659    154   4911    0    0     0     0 1109  678 89  1 11  0  0 2025-09-22 22:26:14
 7  0      0   9657    154   4912    0    0     0     0 1197  957 87  1 12  0  0 2025-09-22 22:26:15
 6  0      0   9658    154   4912    0    0     0     0 1088  812 86  1 14  0  0 2025-09-22 22:26:16
 6  0      0   9658    154   4912    0    0     0    20 1091  681 87  0 13  0  0 2025-09-22 22:26:17
 6  0      0   9658    154   4912    0    0     0     0 1044  626 86  0 14  0  0 2025-09-22 22:26:18
 7  0      0   9658    154   4912    0    0     0     0 1178  879 88  1 12  0  0 2025-09-22 22:26:19
 7  0      0   9657    154   4912    0    0     0     0 1111  842 83  1 16  0  0 2025-09-22 22:26:20
 6  0      0   9657    154   4913    0    0     0     0 1073  705 84  1 15  0  0 2025-09-22 22:26:21
 7  0      0   9657    154   4913    0    0     0    20 1104  671 87  1 12  0  0 2025-09-22 22:26:22
 7  0      0   9657    154   4913    0    0     0     0 1226  967 89  0 11  0  0 2025-09-22 22:26:23
 6  0      0   9657    154   4913    0    0     0     0 1074  713 85  0 15  0  0 2025-09-22 22:26:24
 7  0      0   9656    154   4913    0    0     0     0 1154  801 86  1 13  0  0 2025-09-22 22:26:25
 7  0      0   9656    154   4914    0    0     0     0 1233  952 88  1 12  0  0 2025-09-22 22:26:26
 6  0      0   9655    154   4914    0    0     0     0 1094  657 85  1 14  0  0 2025-09-22 22:26:27
 6  0      0   9655    154   4914    0    0     0    20 1137  824 88  0 12  0  0 2025-09-22 22:26:28
 6  0      0   9655    154   4914    0    0     0     0 1044  613 85  1 15  0  0 2025-09-22 22:26:29
 9  0      0   9654    154   4914    0    0     0     0 1213  915 90  1  9  0  0 2025-09-22 22:26:30
 7  0      0   9654    154   4915    0    0     0     0 1121  753 86  1 13  0  0 2025-09-22 22:26:31
 8  0      0   9654    154   4915    0    0     0     0 1146  815 84  1 16  0  0 2025-09-22 22:26:32
 6  0      0   9654    154   4915    0    0     0    20 1067  607 86  0 14  0  0 2025-09-22 22:26:33
 7  0      0   9654    154   4915    0    0     0     0 1091  697 83  0 17  0  0 2025-09-22 22:26:34
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 7  0      0   9653    154   4915    0    0     0     0 1159  887 85  1 13  0  0 2025-09-22 22:26:35
 7  0      0   9653    154   4916    0    0     0     0 1118  817 83  1 16  0  0 2025-09-22 22:26:36
 7  0      0   9653    154   4916    0    0     0     0 1083  717 86  0 14  0  0 2025-09-22 22:26:37
 6  0      0   9653    154   4916    0    0     0    20 1237  983 90  1 10  0  0 2025-09-22 22:26:38
 7  0      0   9653    154   4916    0    0     0     0 1039  612 83  0 16  0  0 2025-09-22 22:26:39
 9  0      0   9652    154   4916    0    0     0     0 1139  853 83  1 16  0  0 2025-09-22 22:26:40
 7  0      0   9652    154   4917    0    0     0  5404 1220  839 90  1  9  1  0 2025-09-22 22:26:41
 6  0      0   9652    154   4916    0    0     0     0 1147  722 89  1 11  0  0 2025-09-22 22:26:42
 6  0      0   9652    154   4917    0    0     0    36 1069  585 85  1 14  0  0 2025-09-22 22:26:43
 5  0      0   9652    154   4917    0    0     0     0 1047  598 84  1 16  0  0 2025-09-22 22:26:44
 7  0      0   9651    154   4917    0    0     0     0 1071  708 84  1 16  0  0 2025-09-22 22:26:45
 6  0      0   9651    154   4917    0    0     0    20 1125  776 87  1 12  0  0 2025-09-22 22:26:46
 6  0      0   9651    154   4917    0    0     0     0 1099  712 86  0 14  0  0 2025-09-22 22:26:47
 6  0      0   9651    154   4918    0    0     0    20 1082  653 86  0 14  0  0 2025-09-22 22:26:48
 6  0      0   9651    154   4918    0    0     0     0 1114  710 86  0 14  0  0 2025-09-22 22:26:49
 9  0      0   9650    154   4918    0    0     0     0 1183  862 85  1 14  0  0 2025-09-22 22:26:50
 6  0      0   9650    154   4918    0    0     0     0 1207  953 85  1 14  0  0 2025-09-22 22:26:51
 7  0      0   9650    154   4918    0    0     0     0 1205  917 89  0 11  0  0 2025-09-22 22:26:52
 6  0      0   9650    154   4918    0    0     0    20 1133  749 87  0 13  0  0 2025-09-22 22:26:53
 5  0      0   9650    154   4919    0    0     0     0 1086  659 85  0 15  0  0 2025-09-22 22:26:54
 4  0      0   9650    154   4919    0    0     0     0 1150  794 86  1 14  0  0 2025-09-22 22:26:55
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 7  0      0   9649    154   4919    0    0     0     0 1249  996 90  0 10  0  0 2025-09-22 22:26:56
 5  0      0   9649    154   4919    0    0     0     0 1166  844 85  0 15  0  0 2025-09-22 22:26:57
 3  0      0   9649    154   4919    0    0     0    20 1051  609 87  0 13  0  0 2025-09-22 22:26:58
 8  0      0   9649    154   4919    0    0     0     0 1213 1021 84  1 15  0  0 2025-09-22 22:26:59
 6  0      0   9649    154   4920    0    0     0     0 1181  790 89  1 10  0  0 2025-09-22 22:27:00
 6  0      0   9648    154   4920    0    0     0     0 1173  841 87  1 12  0  0 2025-09-22 22:27:01
 6  0      0   9648    154   4920    0    0     0     0 1073  633 86  0 13  0  0 2025-09-22 22:27:02
 9  0      0   9648    154   4920    0    0     0     0 1235  896 89  1 11  0  0 2025-09-22 22:27:03
 6  0      0   9648    154   4921    0    0     0    20 1121  678 89  0 10  0  0 2025-09-22 22:27:04
 7  0      0   9648    154   4921    0    0     0     0 1190  895 86  0 13  0  0 2025-09-22 22:27:05
 6  0      0   9647    154   4921    0    0     0     0 1118  735 90  0 10  0  0 2025-09-22 22:27:06
 4  0      0   9648    154   4921    0    0     0     0 1206  943 85  0 15  0  0 2025-09-22 22:27:07
 4  0      0   9647    154   4921    0    0     0     0 1149 1027 87  0 13  0  0 2025-09-22 22:27:08
 4  0      0   9647    154   4921    0    0     0    20 1112  792 85  0 15  0  0 2025-09-22 22:27:09
 6  0      0   9646    154   4922    0    0     0     0 1132  805 86  1 13  0  0 2025-09-22 22:27:10
12  0      0   9645    154   4922    0    0     0    12 1211  990 86  1 13  0  0 2025-09-22 22:27:11
 6  0      0   9645    154   4922    0    0     0     0 1137  748 89  0 11  0  0 2025-09-22 22:27:12
 3  0      0   9645    154   4922    0    0     0     0 1127  749 86  0 14  0  0 2025-09-22 22:27:13
 8  0      0   9645    154   4922    0    0     0    28 1113  768 85  1 14  0  0 2025-09-22 22:27:14
 9  0      0   9645    154   4923    0    0     0     0 1288 1133 88  1 11  0  0 2025-09-22 22:27:15
 1  0      0   9645    154   4923    0    0     0  6168 1119  748 87  1 12  0  0 2025-09-22 22:27:16
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0   9645    154   4923    0    0     0     0 1146  793 85  1 15  0  0 2025-09-22 22:27:17
 7  0      0   9645    154   4923    0    0     0     0 1124  737 84  1 16  0  0 2025-09-22 22:27:18
 8  0      0   9645    154   4923    0    0     0    36 1158  836 86  0 14  0  0 2025-09-22 22:27:19
 6  0      0   9644    154   4924    0    0     0     0 1185  919 91  1  9  0  0 2025-09-22 22:27:20
 3  0      0   9644    154   4924    0    0     0    16 1222  943 88  1 11  0  0 2025-09-22 22:27:21
 3  0      0   9644    154   4924    0    0     0     0 1087  667 84  0 16  0  0 2025-09-22 22:27:22
 7  0      0   9644    154   4924    0    0     0     0 1089  672 84  0 16  0  0 2025-09-22 22:27:23
 2  0      0   9644    154   4925    0    0     0    20 1093  670 84  1 15  0  0 2025-09-22 22:27:24
 7  0      0   9642    154   4925    0    0     0     0 1226  991 85  1 14  0  0 2025-09-22 22:27:25
 3  0      0   9642    154   4925    0    0     0     0 1176  882 87  1 12  0  0 2025-09-22 22:27:26
 3  0      0   9642    154   4925    0    0     0     0 1095  710 89  0 11  0  0 2025-09-22 22:27:27
 5  0      0   9642    154   4926    0    0     0     0 1184  863 84  0 15  0  0 2025-09-22 22:27:28
 2  0      0   9642    154   4926    0    0     0    20 1227 1047 84  2 14  0  0 2025-09-22 22:27:29
 3  0      0   9641    154   4926    0    0     0     0 1150  869 84  1 15  0  0 2025-09-22 22:27:30
 2  0      0   9641    154   4926    0    0     0     0 1151  869 85  0 15  0  0 2025-09-22 22:27:31
 3  0      0   9641    154   4926    0    0     0     0 1148  758 83  1 16  0  0 2025-09-22 22:27:32
 2  0      0   9641    154   4927    0    0     0     0 1131  764 87  0 13  0  0 2025-09-22 22:27:33
 4  0      0   9640    154   4927    0    0     0    24 1207  954 83  2 15  0  0 2025-09-22 22:27:34
 5  0      0   9639    154   4927    0    0     0     0 1177  915 87  1 13  0  0 2025-09-22 22:27:35
 6  0      0   9639    154   4927    0    0     0     0 1141  829 86  1 14  0  0 2025-09-22 22:27:36
 5  0      0   9639    154   4928    0    0     0     0 1193 1004 86  0 14  0  0 2025-09-22 22:27:37
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0   9639    154   4928    0    0     0     0 1136  772 89  0 10  0  0 2025-09-22 22:27:38
 4  0      0   9639    154   4928    0    0     0    24 1167  925 86  0 13  0  0 2025-09-22 22:27:39
 3  0      0   9639    154   4928    0    0     0     0 1208  955 86  1 14  0  0 2025-09-22 22:27:40
 2  0      0   9638    154   4929    0    0     0     0 1234 1061 87  0 13  0  0 2025-09-22 22:27:41
 3  0      0   9638    154   4929    0    0     0     8 1130  735 85  0 14  0  0 2025-09-22 22:27:42
 2  0      0   9638    154   4929    0    0     0     0 1091  759 85  0 15  0  0 2025-09-22 22:27:43
 7  0      0   9638    154   4929    0    0     0     0 1179  868 86  0 14  0  0 2025-09-22 22:27:44
 4  0      0   9637    154   4929    0    0     0    28 1154  871 85  1 14  0  0 2025-09-22 22:27:45
 2  0      0   9638    154   4929    0    0     0     0 1188  909 84  1 15  0  0 2025-09-22 22:27:46
 4  0      0   9637    154   4930    0    0     0  6428 1317 1105 87  0 13  0  0 2025-09-22 22:27:47
 1  0      0   9637    154   4930    0    0     0     0 1130  739 86  1 14  0  0 2025-09-22 22:27:48
 5  0      0   9637    154   4930    0    0     0     0 1097  726 83  1 16  0  0 2025-09-22 22:27:49
 3  0      0   9635    154   4930    0    0     0    36 1179  907 85  1 14  0  0 2025-09-22 22:27:50
 4  0      0   9636    154   4931    0    0     0     0 1241 1062 84  1 15  0  0 2025-09-22 22:27:51
 2  0      0   9636    154   4931    0    0     0     0 1080  686 85  0 14  0  0 2025-09-22 22:27:52
 4  0      0   9636    154   4931    0    0     0     0 1099  786 85  1 15  0  0 2025-09-22 22:27:53
 3  0      0   9636    154   4931    0    0     0     0 1131  747 88  0 12  0  0 2025-09-22 22:27:54
 2  0      0   9635    154   4931    0    0     0    20 1151  831 88  1 12  0  0 2025-09-22 22:27:55
 6  0      0   9635    154   4931    0    0     0     0 1207  926 84  2 14  0  0 2025-09-22 22:27:56
 3  0      0   9635    154   4932    0    0     0   284 1242  947 86  0 14  0  0 2025-09-22 22:27:57
 2  0      0   9635    154   4932    0    0     0     0 1118  819 86  0 14  0  0 2025-09-22 22:27:58
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0   9635    154   4932    0    0     0     0 1100  734 84  0 16  0  0 2025-09-22 22:27:59
 2  0      0   9635    154   4932    0    0     0    28 1158  851 87  1 12  0  0 2025-09-22 22:28:00
 3  0      0   9635    154   4932    0    0     0     0 1253  999 89  1 11  0  0 2025-09-22 22:28:01
 3  0      0   9635    154   4932    0    0     0     4 1091  635 84  0 16  0  0 2025-09-22 22:28:02
 3  0      0   9635    154   4933    0    0     0     0 1084  670 84  0 16  0  0 2025-09-22 22:28:03
 2  0      0   9634    154   4933    0    0     0     0 1074  647 84  0 16  0  0 2025-09-22 22:28:04
 2  0      0   9634    154   4933    0    0     0    20 1091  755 86  1 13  0  0 2025-09-22 22:28:05
 2  0      0   9633    154   4933    0    0     0     0 1127  856 85  1 15  0  0 2025-09-22 22:28:06
 3  0      0   9633    154   4933    0    0     0     0 1079  669 84  0 15  0  0 2025-09-22 22:28:07
 4  0      0   9632    154   4934    0    0     0     0 1112  738 83  0 16  0  0 2025-09-22 22:28:08
 3  0      0   9632    154   4934    0    0     0     0 1088  703 83  0 17  0  0 2025-09-22 22:28:09
 4  0      0   9632    154   4934    0    0     0    20 1146  840 85  1 14  0  0 2025-09-22 22:28:10
 3  0      0   9632    154   4934    0    0     0     0 1145  809 86  0 13  0  0 2025-09-22 22:28:11
 3  0      0   9632    154   4935    0    0     0     0 1139  777 85  0 15  0  0 2025-09-22 22:28:12
 2  0      0   9632    154   4935    0    0     0     8 1191  884 87  0 13  0  0 2025-09-22 22:28:13
 2  0      0   9632    154   4935    0    0     0     0 1094  683 83  0 16  0  0 2025-09-22 22:28:14
 2  0      0   9631    154   4935    0    0     0     0 1187  908 85  1 14  0  0 2025-09-22 22:28:15
 3  0      0   9632    154   4935    0    0     0    28 1189  847 91  1  8  0  0 2025-09-22 22:28:16
 2  0      0   9632    154   4936    0    0     0     0 1227 1064 89  0 11  0  0 2025-09-22 22:28:17
 2  0      0   9631    154   4936    0    0     0    16 1084  695 84  0 15  0  0 2025-09-22 22:28:18
 3  0      0   9631    154   4936    0    0     0     0 1127  795 90  0  9  0  0 2025-09-22 22:28:19
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0   9630    154   4936    0    0     0     0 1111  737 84  1 16  0  0 2025-09-22 22:28:20
 2  0      0   9631    154   4936    0    0     0    36 1157  871 86  1 12  0  0 2025-09-22 22:28:21
 2  0      0   9631    154   4937    0    0     0     0 1150  823 87  0 13  0  0 2025-09-22 22:28:22
 3  0      0   9630    154   4937    0    0     0  6660 1072  647 84  0 15  0  0 2025-09-22 22:28:23
 3  0      0   9630    154   4937    0    0     0     0 1145  720 86  0 14  0  0 2025-09-22 22:28:24
 2  0      0   9629    154   4937    0    0     0     0 2224  978 87  1 13  0  0 2025-09-22 22:28:25
 2  0      0   9629    154   4938    0    0     0    28 1153  860 86  1 13  0  0 2025-09-22 22:28:26
 2  0      0   9628    154   4938    0    0     0     0 1163  817 85  0 14  0  0 2025-09-22 22:28:27
 3  0      0   9628    154   4938    0    0     0     0 1085  625 89  0 11  0  0 2025-09-22 22:28:28
 2  0      0   9628    154   4938    0    0     0     0 1123  753 85  1 14  0  0 2025-09-22 22:28:29
 2  0      0   9627    154   4938    0    0     0     0 1120  779 84  1 16  0  0 2025-09-22 22:28:30
 2  0      0   9627    154   4939    0    0     0    20 1183 1198 86  1 13  0  0 2025-09-22 22:28:31
 2  0      0   9627    154   4939    0    0     0     0 1209  892 90  0 10  0  0 2025-09-22 22:28:32
 3  0      0   9627    154   4939    0    0     0    28 1115  801 84  1 16  0  0 2025-09-22 22:28:33
 1  0      0   9627    154   4939    0    0     0     0 1076  693 81  1 18  0  0 2025-09-22 22:28:34
 4  0      0   9626    154   4940    0    0     0     0 1129  816 86  1 13  0  0 2025-09-22 22:28:35
 2  0      0   9626    154   4940    0    0     0    20 1210  912 86  0 13  0  0 2025-09-22 22:28:36
 2  0      0   9626    154   4940    0    0     0     0 1080  653 86  1 14  0  0 2025-09-22 22:28:37
 4  0      0   9626    154   4940    0    0     0     0 1104  752 85  1 15  0  0 2025-09-22 22:28:38
 4  0      0   9626    154   4941    0    0     0     0 1108  732 86  0 14  0  0 2025-09-22 22:28:39
 2  0      0   9625    154   4941    0    0     0     0 1137  851 86  1 13  0  0 2025-09-22 22:28:40
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0   9625    154   4941    0    0     0    20 1173  916 88  1 12  0  0 2025-09-22 22:28:41
 3  0      0   9625    154   4941    0    0     0     0 1059  624 83  0 17  0  0 2025-09-22 22:28:42
 4  0      0   9625    154   4941    0    0     0     0 1044  616 83  0 17  0  0 2025-09-22 22:28:43
 2  0      0   9625    154   4942    0    0     0     0 1082  656 85  0 16  0  0 2025-09-22 22:28:44
 2  0      0   9624    154   4942    0    0     0     0 1115  749 85  1 14  0  0 2025-09-22 22:28:45
 3  0      0   9623    154   4942    0    0     0    20 1203  896 87  1 12  0  0 2025-09-22 22:28:46
 2  0      0   9623    154   4943    0    0     0     0 1099  646 87  1 13  0  0 2025-09-22 22:28:47
 3  0      0   9623    154   4943    0    0     0    28 1105  711 86  0 13  0  0 2025-09-22 22:28:48
 2  0      0   9623    154   4943    0    0     0     0 1085  705 83  1 16  0  0 2025-09-22 22:28:49
 2  0      0   9622    154   4943    0    0     0     0 1253 1049 86  1 13  0  0 2025-09-22 22:28:50
 2  0      0   9622    154   4943    0    0     0     0 1229 1009 87  0 13  0  0 2025-09-22 22:28:51
 2  0      0   9622    154   4943    0    0     0    44 1088  663 86  0 14  0  0 2025-09-22 22:28:52
 3  0      0   9622    154   4944    0    0     0     0 1128  721 87  1 13  0  0 2025-09-22 22:28:53
 7  0      0   9622    154   4944    0    0     0  6408 1130  728 85  0 15  0  0 2025-09-22 22:28:54
 6  0      0   9621    154   4944    0    0     0     0 1299 1168 88  1 11  0  0 2025-09-22 22:28:55
 6  0      0   9621    154   4944    0    0     0     0 1096  718 85  1 15  0  0 2025-09-22 22:28:56
 6  0      0   9621    154   4945    0    0     0    28 1117  798 85  0 14  0  0 2025-09-22 22:28:57
 8  0      0   9620    154   4945    0    0     0     0 1080  669 86  0 14  0  0 2025-09-22 22:28:58
 6  0      0   9620    154   4945    0    0     0     0 1169  850 85  0 15  0  0 2025-09-22 22:28:59
 7  0      0   9620    154   4945    0    0     0     0 1196  947 86  1 13  0  0 2025-09-22 22:29:00
 6  0      0   9620    154   4946    0    0     0     0 1262 1085 87  1 12  0  0 2025-09-22 22:29:01
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 8  0      0   9620    154   4946    0    0     0    20 1146  807 86  0 14  0  0 2025-09-22 22:29:02
 6  0      0   9620    154   4946    0    0     0     0 1049  618 84  0 16  0  0 2025-09-22 22:29:03
 6  0      0   9619    154   4946    0    0     0     0 1219  877 88  0 12  0  0 2025-09-22 22:29:04
 8  0      0   9618    154   4946    0    0     0     0 1126  737 88  1 11  0  0 2025-09-22 22:29:05
 6  0      0   9618    154   4946    0    0     0     0 1110  799 84  1 16  0  0 2025-09-22 22:29:06
 7  0      0   9618    154   4947    0    0     0    20 1087  660 84  0 15  0  0 2025-09-22 22:29:07
 6  0      0   9618    154   4947    0    0     0     0 1173  847 85  0 15  0  0 2025-09-22 22:29:08
 7  0      0   9618    154   4947    0    0     0    32 1072  660 85  1 15  0  0 2025-09-22 22:29:09
 6  0      0   9618    154   4947    0    0     0     0 1177  918 84  1 15  0  0 2025-09-22 22:29:10
 8  0      0   9618    154   4948    0    0     0     0 1155  799 88  1 11  0  0 2025-09-22 22:29:11
 5  0      0   9618    154   4948    0    0     0    20 1167  826 85  0 14  0  0 2025-09-22 22:29:12
 6  0      0   9618    154   4948    0    0     0     0 1101  701 84  0 16  0  0 2025-09-22 22:29:13
 6  0      0   9617    154   4948    0    0     0     0 1164  764 89  0 11  0  0 2025-09-22 22:29:14
 7  0      0   9617    154   4949    0    0     0     0 1090  730 84  1 15  0  0 2025-09-22 22:29:15
 6  0      0   9617    154   4949    0    0     0     0 1224  975 88  1 12  0  0 2025-09-22 22:29:16
 9  0      0   9617    154   4949    0    0     0    20 1127  708 88  0 12  0  0 2025-09-22 22:29:17
 6  0      0   9616    154   4949    0    0     0     0 1099  712 87  0 13  0  0 2025-09-22 22:29:18
 7  0      0   9616    154   4949    0    0     0   276 1186  824 86  0 14  0  0 2025-09-22 22:29:19
 7  0      0   9616    154   4950    0    0     0     0 1151  826 82  1 16  0  0 2025-09-22 22:29:20
 6  0      0   9616    154   4950    0    0     0     0 1174  891 87  1 12  0  0 2025-09-22 22:29:21
 6  0      0   9616    154   4950    0    0     0    44 1074  656 83  0 16  0  0 2025-09-22 22:29:22
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 8  0      0   9615    154   4950    0    0     0     0 1102  639 85  0 15  0  0 2025-09-22 22:29:23
 6  0      0   9615    154   4951    0    0     0  6160 1090  636 84  1 15  0  0 2025-09-22 22:29:24
 7  0      0   9615    154   4951    0    0     0     0 1124  780 87  1 13  0  0 2025-09-22 22:29:25
 6  0      0   9615    154   4951    0    0     0     0 1186  875 88  0 12  0  0 2025-09-22 22:29:26
 6  0      0   9615    154   4951    0    0     0    40 1156  738 89  1 11  0  0 2025-09-22 22:29:27
 8  0      0   9614    154   4951    0    0     0     0 1021  581 83  1 16  0  0 2025-09-22 22:29:28
 6  0      0   9614    154   4951    0    0     0     0 1111  769 89  1 10  0  0 2025-09-22 22:29:29
 9  0      0   9613    154   4952    0    0     0     0 1170  871 84  1 15  0  0 2025-09-22 22:29:30
 7  0      0   9613    154   4952    0    0     0     0 1128  784 84  1 15  0  0 2025-09-22 22:29:31
 7  0      0   9612    154   4952    0    0     0    20 1271 1034 88  1 12  0  0 2025-09-22 22:29:32
 6  0      0   9612    154   4952    0    0     0     0 1096  703 87  0 13  0  0 2025-09-22 22:29:33
 6  0      0   9612    154   4952    0    0     0     0 1075  662 85  1 15  0  0 2025-09-22 22:29:34
 7  0      0   9612    154   4953    0    0     0     0 1160  874 86  1 14  0  0 2025-09-22 22:29:35
 6  0      0   9612    154   4953    0    0     0     0 1272 1264 89  1 11  0  0 2025-09-22 22:29:36
 8  0      0   9612    154   4953    0    0     0    20 1119  796 85  1 15  0  0 2025-09-22 22:29:37
 5  0      0   9612    154   4953    0    0     0     0 1064  661 84  1 16  0  0 2025-09-22 22:29:38
 7  0      0   9612    154   4953    0    0     0     0 1352 1223 87  1 12  0  0 2025-09-22 22:29:39
 7  0      0   9611    154   4954    0    0     0     0 1170  845 90  1 10  0  0 2025-09-22 22:29:40
 6  0      0   9610    154   4954    0    0     0     0 1156  935 82  1 17  0  0 2025-09-22 22:29:41
 6  0      0   9610    154   4954    0    0     0    20 1116  703 85  0 14  0  0 2025-09-22 22:29:42
 8  0      0   9610    154   4955    0    0     0     0 1208  918 86  1 13  0  0 2025-09-22 22:29:43
