  Time           ens2       
22:29:18      2.65      2.48
22:29:19      2.33      2.33
22:29:20      1.38      1.64
22:29:21      2.46      2.16
22:29:22      1.40      1.92
22:29:23      1.84      1.84
22:29:24      1.85      1.81
22:29:25      1.83      2.00
22:29:26      2.06      2.19
22:29:27      1.95      2.14
22:29:28      1.40      1.72
22:29:29      2.04      2.00
22:29:30      1.78      2.02
22:29:31      1.86      2.26
22:29:32      1.74      1.98
22:29:33      1.53      1.73
22:29:34      1.86      2.09
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:29:35      1.99      2.35
22:29:36      2.12      2.08
22:29:37      1.56      2.09
22:29:38      1.23      1.25
22:29:39      2.58      2.68
22:29:40      1.75      2.00
22:29:41      1.86      2.00
22:29:42      1.90      2.17
22:29:43      1.71      2.09
22:29:44      1.75      1.84
22:29:45      1.85      2.21
22:29:46      1.97      1.86
22:29:47      2.15      2.03
22:29:48      1.74      1.99
22:29:49      1.56      1.70
22:29:50      2.03      1.91
22:29:51      2.35      2.64
22:29:52      1.77      1.70
22:29:53      1.85      1.91
22:29:54      1.85      1.81
22:29:55      1.76      2.03
22:29:56      1.68      1.85
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:29:57      2.01      2.13
22:29:58      1.59      1.85
22:29:59      2.42      2.19
22:30:00      1.59      1.97
22:30:01      1.79      2.09
22:30:02      1.66      1.63
22:30:03      1.46      1.68
22:30:04      2.21      2.13
22:30:05      1.70      1.92
22:30:06      2.44      2.71
22:30:07      1.29      1.47
22:30:08      2.06      2.39
22:30:09      1.85      1.91
22:30:10      2.45      2.84
22:30:11      1.53      1.68
22:30:12      2.40      2.70
22:30:14      1.94      1.99
22:30:15      1.46      1.38
22:30:16      1.90      2.09
22:30:17      2.34      2.30
22:30:18      1.88      2.16
22:30:19      1.88      2.39
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:30:20      2.02      1.36
22:30:21      1.76      2.26
22:30:22      1.99      2.17
22:30:23      1.95      2.05
22:30:24      1.91      1.94
22:30:25      1.92      1.76
22:30:26      2.37      2.63
22:30:27      1.23      1.46
22:30:28      2.14      2.32
22:30:29      1.71      1.84
22:30:30      2.17      2.14
22:30:31      1.51      1.64
22:30:32      2.17      2.45
22:30:33      1.64      1.97
22:30:34      1.85      1.84
22:30:35      1.50      1.84
22:30:36      1.96      2.30
22:30:37      1.81      2.57
22:30:38      2.06      2.16
22:30:39      1.89      2.06
22:30:40      1.75      1.70
22:30:41      2.50      2.93
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:30:42      1.60      1.78
22:30:43      1.61      1.95
22:30:44      1.60      1.77
22:30:45      2.33      2.03
22:30:46      2.06      2.59
22:30:47      1.91      2.09
22:30:48      1.60      1.84
22:30:49      2.55      2.33
22:30:50      1.58      1.67
22:30:51      2.44      2.69
22:30:52      2.44      2.05
22:30:53      1.66      1.99
22:30:54      1.96      2.01
22:30:55      1.84      1.71
22:30:56      1.96      2.06
22:30:57      1.88      2.18
22:30:58      1.59      1.78
22:30:59      1.70      2.05
22:31:00      2.30      2.09
22:31:01      1.70      1.81
22:31:02      2.11      2.23
22:31:03      1.60      1.89
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:31:04      1.83      1.93
22:31:05      2.40      2.64
22:31:06      2.22      2.48
22:31:07      1.99      2.05
22:31:08      1.87      1.97
22:31:09      1.94      2.00
22:31:10      1.99      2.25
22:31:11      1.83      2.26
22:31:12      1.99      2.07
22:31:13      2.21      2.14
22:31:14      1.97      1.57
22:31:15      2.01      1.88
22:31:16      2.11      2.23
22:31:17      2.54      2.40
22:31:18      1.79      2.19
22:31:19      1.58      1.88
22:31:20      2.41      2.17
22:31:21      1.89      2.25
22:31:22      1.91      2.04
22:31:23      1.47      1.74
22:31:24      1.53      1.84
22:31:25      1.82      2.15
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:31:26      1.62      1.67
22:31:27      2.06      2.46
22:31:28      1.87      2.15
22:31:29      2.27      2.63
22:31:30      2.40      2.70
22:31:31      1.74      2.22
22:31:32      1.77      1.96
22:31:33      1.78      2.13
22:31:34      1.87      2.16
22:31:35      1.63      1.71
22:31:36      1.69      2.17
22:31:37      1.71      2.12
22:31:38      2.03      2.09
22:31:39      1.55      1.64
22:31:40      2.04      2.07
22:31:41      1.70      2.20
22:31:42      1.66      2.00
22:31:43      1.95      2.06
22:31:44      1.82      1.99
22:31:45      1.71      1.86
22:31:46      2.33      2.13
22:31:47      1.93      2.00
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:31:48      1.73      2.06
22:31:49      2.26      2.00
22:31:50      2.07      2.07
22:31:51      1.85      2.18
22:31:52      1.67      2.21
22:31:53      1.74      1.83
22:31:54      1.77      2.06
22:31:55      2.20      2.42
22:31:56      1.97      1.95
22:31:57      1.71      2.07
22:31:58      1.83      2.21
22:31:59      1.86      2.21
22:32:00      1.98      1.96
22:32:01      1.81      2.15
22:32:02      1.91      2.19
22:32:03      1.57      1.86
22:32:04      1.68      1.71
22:32:05      1.93      2.04
22:32:06      1.68      2.07
22:32:07      2.30      2.68
22:32:08      1.91      2.05
22:32:09      1.75      1.74
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:32:10      2.18      2.43
22:32:11      2.15      2.51
22:32:12      2.16      2.05
22:32:13      1.66      1.80
22:32:14      1.54      1.89
22:32:15      2.09      2.21
22:32:16      1.96      2.26
22:32:17      1.97      2.15
22:32:18      2.03      2.09
22:32:19      2.14      2.35
22:32:20      1.69      1.80
22:32:21      1.68      1.80
22:32:22      1.82      2.25
22:32:23      1.69      2.00
22:32:24      2.04      2.26
22:32:25      1.73      1.95
22:32:26      1.98      1.95
22:32:27      1.74      2.14
22:32:28      1.84      2.06
22:32:29      1.51      1.66
22:32:30      2.23      2.41
22:32:31      1.90      2.34
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:32:32      2.02      2.38
22:32:33      1.75      2.00
22:32:34      1.73      2.06
22:32:35      2.18      2.51
22:32:36      1.56      1.87
22:32:37      2.17      2.23
22:32:38      1.85      1.98
22:32:39      2.03      2.15
22:32:40      1.70      1.67
22:32:41      2.73      2.87
22:32:42      1.37      1.51
22:32:43      2.04      2.41
22:32:44      1.77      1.73
22:32:45      1.90      1.69
22:32:46      2.28      2.59
22:32:47      2.47      2.37
22:32:48      1.38      1.55
22:32:49      1.78      1.92
22:32:50      1.66      1.63
22:32:51      2.53      2.95
22:32:52      1.60      1.92
22:32:53      1.74      2.18
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:32:54      1.91      2.06
22:32:55      2.21      2.23
22:32:56      1.54      1.83
22:32:57      1.89      2.41
22:32:58      1.97      2.22
22:32:59      1.61      1.78
22:33:00      2.21      2.52
22:33:01      2.06      2.38
22:33:02      1.85      1.98
22:33:03      1.84      2.25
22:33:04      1.38      1.56
22:33:05      2.50      2.26
22:33:06      1.54      1.95
22:33:07      2.05      2.07
22:33:08      1.74      1.86
22:33:09      1.86      2.16
22:33:10      2.44      2.34
22:33:11      2.04      2.61
22:33:12      2.02      1.94
22:33:13      2.00      1.85
22:33:14      1.33      1.54
22:33:15      2.43      2.49
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:33:16      2.01      2.03
22:33:17      1.61      1.85
22:33:18      1.61      1.67
22:33:19      6.51      7.85
22:33:20      3.98      3.60
22:33:21      1.59      2.08
22:33:22      1.77      1.89
22:33:23      1.40      1.67
22:33:24      1.80      2.12
22:33:25      1.97      2.00
22:33:26      1.77      2.02
22:33:27      1.73      2.25
22:33:28      1.99      2.00
22:33:29      1.75      2.20
22:33:30      2.05      2.13
22:33:31      2.14      2.51
22:33:32      1.92      2.11
22:33:33      1.64      2.19
22:33:34      1.82      1.84
22:33:35      2.15      2.08
22:33:36      1.68      2.17
22:33:37      2.28      2.53
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:33:38      1.68      1.82
22:33:39      2.18      2.01
22:33:40      1.97      1.92
22:33:41      2.63      2.86
22:33:42      1.89      1.91
22:33:43      1.89      2.06
22:33:44      1.91      2.23
22:33:45      2.62      2.69
22:33:46      1.54      1.67
22:33:47      2.03      2.42
22:33:48      2.09      2.58
22:33:49      2.21      2.21
22:33:50      1.83      1.90
22:33:51      1.64      2.01
22:33:52      1.81      2.64
22:33:53      2.18      2.37
22:33:54      1.70      1.80
22:33:55      2.03      2.13
22:33:56      1.90      2.19
22:33:57      2.08      2.30
22:33:58      1.86      2.15
22:33:59      1.76      2.12
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:34:00      2.85      2.63
22:34:01      1.84      1.97
22:34:02      1.64      1.72
22:34:03      1.56      1.71
22:34:04      1.75      1.85
22:34:05      2.41      2.50
22:34:06      1.94      2.14
22:34:07      2.76      3.05
22:34:08      2.25      2.21
22:34:09      1.44      1.75
22:34:10      2.49      2.58
22:34:11      2.23      2.14
22:34:12      2.29      2.64
22:34:13      1.27      1.55
22:34:14      2.59      2.30
22:34:15      1.96      2.13
22:34:16      2.15      2.54
22:34:17      1.78      2.10
22:34:18      2.36      2.60
22:34:19      1.57      1.78
22:34:20      2.38      2.61
22:34:21      1.62      2.05
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:34:22      2.20      2.39
22:34:23      1.59      1.87
22:34:24      1.81      1.97
22:34:25      1.96      1.88
22:34:26      2.44      2.70
22:34:27      3.25      2.44
22:34:28      1.76      1.84
22:34:29      1.80      2.33
22:34:30      1.90      1.99
22:34:31      1.77      2.24
22:34:32      2.45      2.56
22:34:33      2.02      2.25
22:34:34      1.61      1.85
22:34:35      2.08      2.30
22:34:36      1.71      1.99
22:34:37      2.43      2.34
22:34:38      1.95      2.18
22:34:39      1.61      1.96
22:34:40      2.22      1.93
22:34:41      2.15      2.40
22:34:42      1.87      2.00
22:34:43      2.56      2.45
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:34:44      1.71      1.82
22:34:45      1.70      1.79
22:34:46      1.80      1.93
22:34:47      1.83      2.14
22:34:48      1.98      2.04
22:34:49      1.73      2.06
22:34:50      2.21      2.24
22:34:51      1.79      2.20
22:34:52      1.97      2.34
22:34:53      1.92      2.25
22:34:54      1.57      1.84
22:34:55      2.03      2.14
22:34:56      1.78      2.33
22:34:57      1.70      2.11
22:34:58      1.64      2.03
22:34:59      2.33      2.30
22:35:00      2.09      2.16
22:35:01      1.71      2.05
22:35:02      1.95      2.34
22:35:03      1.41      1.76
22:35:04      2.08      2.26
22:35:05      2.12      2.42
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:35:06      2.40      2.39
22:35:07      2.10      2.50
22:35:08      2.26      2.28
22:35:09      2.55      2.05
22:35:10      1.82      2.05
22:35:11      1.97      2.38
22:35:12      2.26      2.31
22:35:13      1.74      1.82
22:35:14      1.61      1.86
22:35:15      2.74      2.75
22:35:16      1.82      2.22
22:35:17      1.99      2.17
22:35:18      1.84      1.81
22:35:19      2.41      2.68
22:35:20      2.27      2.13
22:35:21      1.52      1.81
22:35:22      1.85      2.28
22:35:23      2.18      2.66
22:35:24      1.90      1.71
22:35:25      2.16      2.66
22:35:26      1.67      2.04
22:35:27      1.59      2.00
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:35:28      1.58      1.68
22:35:29      2.53      2.69
22:35:30      1.88      2.30
22:35:31      1.91      2.16
22:35:32      7.94      4.92
22:35:33     13.69      7.17
22:35:34      2.02      2.05
22:35:35      2.53      2.17
22:35:36      2.09      2.56
22:35:37      2.30      2.51
22:35:38      1.86      2.09
22:35:39      1.84      2.15
22:35:40      1.81      1.92
22:35:41      2.23      2.32
22:35:42      1.59      2.05
22:35:43      1.74      2.00
22:35:44      2.45      2.47
22:35:45      1.73      1.80
22:35:46      2.15      2.55
22:35:47      2.03      2.31
22:35:48      1.93      2.26
22:35:49      1.80      2.16
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:35:50      2.27      2.44
22:35:51      1.88      2.16
22:35:52      1.74      2.22
22:35:53      1.55      1.79
22:35:54      2.18      2.28
22:35:55      1.61      1.92
22:35:56      2.19      2.58
22:35:57      1.92      2.34
22:35:58      2.15      2.15
22:35:59      2.17      2.13
22:36:00      2.18      2.39
22:36:01      2.03      2.33
22:36:02      2.14      2.53
22:36:03      2.30      2.56
22:36:04      2.24      1.69
22:36:05      1.86      2.30
22:36:06      1.67      1.88
22:36:07      2.24      2.37
22:36:08      1.68      2.11
22:36:09      2.07      2.09
22:36:10      1.82      1.79
22:36:11      2.67      2.60
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:36:12      1.73      2.05
22:36:13      2.57      2.97
22:36:14      1.52      1.63
22:36:15      2.08      2.20
22:36:16      1.35      1.66
22:36:17      2.02      2.47
22:36:18      2.32      2.64
22:36:19      1.93      2.20
22:36:20      1.88      2.13
22:36:21      1.68      1.94
22:36:22      1.82      1.99
22:36:23      1.78      1.97
22:36:24      1.96      1.93
22:36:25      1.71      2.03
22:36:26      1.36      1.61
22:36:27      1.78      2.04
22:36:28      1.57      1.85
22:36:29      2.25      2.30
22:36:30      2.09      2.34
22:36:31      2.12      2.72
22:36:32      2.32      2.39
22:36:33      1.67      1.52
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:36:34      2.14      2.32
22:36:35      1.48      1.98
22:36:36      2.15      2.14
22:36:37      1.90      2.12
22:36:38      1.92      2.12
22:36:39      2.12      1.96
22:36:40      1.87      1.97
22:36:41      1.63      2.14
22:36:42      1.86      2.15
22:36:43      1.70      1.90
22:36:44      2.42      2.07
22:36:45      1.48      1.73
22:36:46      1.87      2.15
22:36:47      1.68      1.95
22:36:48      1.54      1.62
22:36:49      2.27      2.26
22:36:50      1.57      1.83
22:36:51     23.39      8.81
22:36:52      2.09      2.31
22:36:53      1.77      2.14
22:36:54      2.31      2.04
22:36:55      2.00      2.12
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:36:56      2.49      2.48
22:36:57      2.03      2.42
22:36:58      1.58      1.66
22:36:59      2.15      2.26
22:37:00      2.09      2.27
22:37:01      1.74      2.22
22:37:02      2.04      1.78
22:37:03      1.47      1.71
22:37:04      2.26      2.28
22:37:05      2.42      2.42
22:37:06      1.44      1.78
22:37:07      1.87      2.30
22:37:08      1.78      1.66
22:37:09      2.03      2.32
22:37:10      1.39      1.85
22:37:11      2.10      2.62
22:37:12      1.98      2.34
22:37:13      1.66      1.95
22:37:14      1.91      1.92
22:37:15      1.76      2.07
22:37:16      1.75      2.01
22:37:17      1.78      2.24
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:37:18      2.13      2.06
22:37:19      1.79      1.91
22:37:20      1.74      2.00
22:37:21      1.64      2.11
22:37:22      1.75      1.94
22:37:23      1.91      2.29
22:37:24      2.08      2.19
22:37:25      1.45      1.72
22:37:26      1.66      1.74
22:37:27      1.55      1.90
22:37:28      1.80      1.99
22:37:29      1.91      2.07
22:37:30      1.97      2.00
22:37:31      2.52      2.56
22:37:32      1.31      1.71
22:37:33      1.61      1.83
22:37:34      2.88      2.85
22:37:35      1.80      1.92
22:37:36      2.32      2.69
22:37:37      2.21      2.42
22:37:38      1.84      1.80
22:37:39      1.99      2.17
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:37:40      1.40      1.54
22:37:41      1.94      2.38
22:37:42      1.83      1.85
22:37:43      2.04      2.33
22:37:44      2.08      2.33
22:37:45      1.44      1.59
22:37:46      1.78      2.04
22:37:47      1.89      1.93
22:37:48      1.91      2.25
22:37:49      2.12      2.24
22:37:50      1.70      2.03
22:37:51      2.32      2.58
22:37:52      1.74      1.85
22:37:53      2.14      2.64
22:37:54      2.11      2.26
22:37:55      1.62      1.85
22:37:56      1.67      1.86
22:37:57      2.41      2.39
22:37:58      1.40      1.88
22:37:59      2.08      2.09
22:38:00      3.10      3.57
22:38:01      1.83      2.22
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:38:02      1.73      2.05
22:38:03      1.72      1.69
22:38:04      1.36      1.29
22:38:05      1.47      1.85
22:38:06      1.89      1.61
22:38:07      1.79      1.99
22:38:08      1.66      1.72
22:38:09      1.61      1.59
22:38:10      1.67      1.91
22:38:11      1.48      1.75
22:38:12      1.73      2.04
22:38:13      1.39      1.43
22:38:14      1.51      1.62
22:38:15      1.44      1.66
22:38:16      1.73      1.67
22:38:17      1.66      1.85
22:38:18      1.17      1.51
22:38:19      1.77      1.79
22:38:20      1.44      1.73
22:38:21      1.96      1.99
22:38:22      1.69      2.05
22:38:23      1.50      1.66
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:38:24      1.36      1.32
22:38:25      1.20      1.33
22:38:26      1.67      2.10
22:38:27      1.39      1.60
22:38:28      1.60      1.96
22:38:29      2.07      1.47
22:38:30      1.80      2.09
22:38:31      1.44      1.56
22:38:32      1.96      1.88
22:38:33      1.57      1.57
22:38:34      1.71      1.78
22:38:35      1.63      1.67
22:38:36      1.48      1.61
22:38:37      1.37      1.60
22:38:38      1.54      1.95
22:38:39      1.73      1.72
22:38:40      1.37      1.72
22:38:41      1.81      1.97
22:38:42      1.37      1.71
22:38:43      1.80      1.80
22:38:44      1.33      1.41
22:38:45      1.20      1.32
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:38:46      1.21      1.52
22:38:47      1.98      2.18
22:38:48      1.31      1.32
22:38:49      3.46      1.84
22:38:50      1.37      1.50
22:38:51      1.37      1.69
22:38:52      1.37      1.63
22:38:53      1.43      1.48
22:38:54      1.74      1.66
22:38:55      1.66      1.79
22:38:56      1.44      1.66
22:38:57      1.30      1.50
22:38:58      2.13      2.05
22:38:59      1.44      1.42
22:39:00      1.44      1.89
22:39:01      1.77      1.44
22:39:02      1.75      1.98
22:39:03      1.13      1.17
22:39:04      2.52      2.14
22:39:05      1.35      1.40
22:39:06      1.57      1.74
22:39:07      1.76      2.06
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:39:08      1.45      1.65
22:39:09      1.45      1.46
22:39:10      1.48      1.72
22:39:11      1.54      1.62
22:39:12      1.51      1.98
22:39:13      1.60      1.71
22:39:14      1.77      1.83
22:39:15      1.38      1.55
22:39:16      1.75      1.91
22:39:17      1.25      1.51
22:39:18      1.47      1.67
22:39:19      2.17      2.51
22:39:20      1.46      1.62
22:39:21      1.54      1.90
22:39:22      1.39      1.62
22:39:23      1.67      1.94
22:39:24      1.58      1.73
22:39:25      1.25      1.53
22:39:26      1.21      1.46
22:39:27      1.85      1.87
22:39:28      1.14      1.28
22:39:29      1.65      1.43
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:39:30      1.83      1.66
22:39:31      1.30      1.50
22:39:32      1.68      1.82
22:39:33      1.77      1.73
22:39:34      1.83      1.75
22:39:35      1.43      1.62
22:39:36      1.43      1.76
22:39:37      1.70      1.92
22:39:38      1.44      1.74
22:39:39      1.59      1.37
22:39:40      1.44      1.58
22:39:41      1.36      1.45
22:39:42      1.30      1.61
22:39:43      1.59      1.52
22:39:44      1.69      1.94
22:39:45      1.60      1.71
22:39:46      1.27      1.42
22:39:47      1.13      1.38
22:39:48      1.68      1.81
22:39:49      1.73      1.36
22:39:50      1.44      1.65
22:39:51      1.30      1.71
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:39:52      1.36      1.76
22:39:53      1.37      1.55
22:39:54      1.91      1.94
22:39:55      1.07      1.16
22:39:56      2.14      2.03
22:39:57      2.02      2.05
22:39:58      1.45      1.66
22:39:59      1.99      1.66
22:40:00      1.68      1.82
22:40:01      1.37      1.46
22:40:02      1.96      2.01
22:40:03      1.52      1.86
22:40:04      1.78      1.85
22:40:05      2.21      2.03
22:40:06      1.68      2.03
22:40:07      1.50      1.66
22:40:08      1.14      1.27
22:40:09      1.73      1.84
22:40:10      1.54      1.89
22:40:11      1.54      1.79
22:40:12      1.73      1.93
22:40:13      1.56      1.65
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:40:14      1.53      1.47
22:40:15      1.50      1.65
22:40:16      1.62      1.87
22:40:17      1.62      1.81
22:40:18      1.37      1.55
22:40:19      1.95      1.83
22:40:20      1.37      1.72
22:40:21      1.80      2.04
22:40:22      1.37      1.71
22:40:23      1.58      1.67
22:40:24      1.60      1.79
22:40:25      2.05      1.94
22:40:26      1.61      1.68
22:40:27      1.50      1.81
22:40:28      1.86      1.58
22:40:29      1.86      1.58
22:40:30      1.10      1.42
22:40:31      1.71      1.66
22:40:32      1.17      1.55
22:40:33      1.37      1.51
22:40:34      1.62      1.55
22:40:35      1.61      1.63
  Time           ens2       
HH:MM:SS   KB/s in  KB/s out
22:40:36      1.38      1.43
22:40:37      1.44      1.60
22:40:38      1.10      1.39
22:40:39      1.73      1.79
22:40:40      1.61      1.88
22:40:41      1.65      1.63
22:40:42      1.37      1.72
