procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0   9791    154   4914    0    0     0     0 1355 1031 97  1  3  0  0 2025-09-22 22:57:24
 4  0      0   9791    154   4914    0    0     0    20 1376 1053 94  0  6  0  0 2025-09-22 22:57:25
 5  0      0   9790    154   4914    0    0     0     0 1414 1113 94  0  5  0  0 2025-09-22 22:57:26
 3  0      0   9790    154   4914    0    0     0     0 1382 1099 93  1  7  0  0 2025-09-22 22:57:27
 4  0      0   9789    154   4914    0    0     0     0 1445 1243 93  1  7  0  0 2025-09-22 22:57:28
 3  0      0   9789    154   4915    0    0     0     0 1386 1151 92  1  8  0  0 2025-09-22 22:57:29
 5  0      0   9789    154   4915    0    0     0    20 1465 1254 93  1  7  0  0 2025-09-22 22:57:30
 2  0      0   9789    154   4915    0    0     0     0 1247  833 93  1  7  0  0 2025-09-22 22:57:31
 4  0      0   9789    154   4915    0    0     0  3372 1396 1081 93  0  6  0  0 2025-09-22 22:57:32
 4  0      0   9788    154   4915    0    0     0     0 1311 1007 93  1  6  0  0 2025-09-22 22:57:33
 3  0      0   9788    154   4916    0    0     0     0 1341 1048 96  1  3  0  0 2025-09-22 22:57:34
 5  0      0   9788    154   4916    0    0     0    36 1545 1368 96  1  4  0  0 2025-09-22 22:57:35
 4  0      0   9787    154   4916    0    0     0     0 1347 1025 93  0  6  0  0 2025-09-22 22:57:36
 5  0      0   9787    154   4917    0    0     0    28 1358  947 96  0  4  0  0 2025-09-22 22:57:37
 6  0      0   9786    154   4917    0    0     0     0 1442 1220 92  1  7  0  0 2025-09-22 22:57:38
 5  0      0   9786    154   4917    0    0     0     0 1414 1163 95  0  5  0  0 2025-09-22 22:57:39
 5  0      0   9786    154   4917    0    0     0     0 1418 1120 95  1  4  0  0 2025-09-22 22:57:40
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0   9786    154   4917    0    0     0     0 1348 1005 94  1  5  0  0 2025-09-22 22:57:41
 3  0      0   9786    154   4918    0    0     0    20 1383 1062 96  0  4  0  0 2025-09-22 22:57:42
 3  0      0   9786    154   4918    0    0     0     0 1404 1205 93  2  5  0  0 2025-09-22 22:57:43
 5  0      0   9786    154   4918    0    0     0     0 1349 1119 94  1  5  0  0 2025-09-22 22:57:44
 4  0      0   9786    154   4918    0    0     0     0 1315  914 97  0  3  0  0 2025-09-22 22:57:45
 6  0      0   9786    154   4918    0    0     0     0 1336  976 96  1  3  0  0 2025-09-22 22:57:46
 3  0      0   9786    154   4918    0    0     0    20 1351 1007 95  1  4  0  0 2025-09-22 22:57:47
 2  0      0   9785    154   4919    0    0     0     0 1386 1145 94  1  5  0  0 2025-09-22 22:57:48
 2  0      0   9785    154   4919    0    0     0     0 1387 1124 94  1  6  0  0 2025-09-22 22:57:49
 3  0      0   9785    154   4919    0    0     0     0 1310  950 94  1  6  0  0 2025-09-22 22:57:50
 3  0      0   9785    154   4919    0    0     0     0 1343 1017 91  1  9  0  0 2025-09-22 22:57:51
 2  0      0   9785    154   4919    0    0     0    20 1290  860 96  1  4  0  0 2025-09-22 22:57:52
 6  0      0   9784    154   4920    0    0     0  3876 1461 1253 94  1  5  0  0 2025-09-22 22:57:53
 5  0      0   9784    154   4920    0    0     0     0 1334  976 96  1  4  0  0 2025-09-22 22:57:54
 3  0      0   9784    154   4920    0    0     0     0 1331  935 95  1  4  0  0 2025-09-22 22:57:55
 3  0      0   9784    154   4920    0    0     0     0 1340  930 97  0  3  0  0 2025-09-22 22:57:56
 2  0      0   9784    154   4921    0    0     0    36 1379 1034 95  1  5  0  0 2025-09-22 22:57:57
 6  0      0   9783    154   4921    0    0     0     0 1281  926 96  1  3  0  0 2025-09-22 22:57:58
 5  0      0   9783    154   4921    0    0     0     0 1419 1172 94  1  5  0  0 2025-09-22 22:57:59
 4  0      0   9783    154   4921    0    0     0     0 1437 1153 96  0  4  0  0 2025-09-22 22:58:00
 6  0      0   9783    154   4921    0    0     0     0 1342  995 94  1  5  0  0 2025-09-22 22:58:01
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 6  0      0   9783    154   4922    0    0     0    20 1332 1032 93  1  6  0  0 2025-09-22 22:58:02
 5  0      0   9782    154   4922    0    0     0     0 1346 1068 94  1  5  0  0 2025-09-22 22:58:03
 5  0      0   9781    154   4922    0    0     0     0 1459 1233 95  1  3  0  0 2025-09-22 22:58:04
 3  0      0   9781    154   4922    0    0     0     0 1241  747 96  0  4  0  0 2025-09-22 22:58:05
 4  0      0   9781    154   4922    0    0     0     0 1641 1503 94  1  5  0  0 2025-09-22 22:58:06
 5  0      0   9781    154   4923    0    0     0    20 1268  844 94  1  6  0  0 2025-09-22 22:58:07
 5  0      0   9781    154   4923    0    0     0     0 1462 1273 93  1  6  0  0 2025-09-22 22:58:08
 4  0      0   9780    154   4923    0    0     0     0 1411 1124 93  1  7  0  0 2025-09-22 22:58:09
 5  0      0   9780    154   4923    0    0     0     0 1362 1017 94  1  6  0  0 2025-09-22 22:58:10
 5  0      0   9780    154   4924    0    0     0     0 1286  857 94  0  6  0  0 2025-09-22 22:58:11
 4  0      0   9779    154   4924    0    0     0    20 1344 1002 95  0  4  0  0 2025-09-22 22:58:12
 5  0      0   9779    154   4924    0    0     0     0 1376 1085 94  1  5  0  0 2025-09-22 22:58:13
 5  0      0   9779    154   4924    0    0     0     0 1525 1405 94  1  5  0  0 2025-09-22 22:58:14
 4  0      0   9779    154   4925    0    0     0     0 1400 1072 94  1  5  0  0 2025-09-22 22:58:15
 6  0      0   9779    154   4925    0    0     0     0 1363 1068 92  1  7  0  0 2025-09-22 22:58:16
 5  0      0   9779    154   4925    0    0     0    20 1423 1187 94  1  5  0  0 2025-09-22 22:58:17
 6  0      0   9778    154   4925    0    0     0     0 1608 1563 93  1  5  0  0 2025-09-22 22:58:18
 8  0      0   9778    154   4926    0    0     0     0 1423 1151 94  1  6  0  0 2025-09-22 22:58:19
 5  0      0   9778    154   4926    0    0     0     0 1426 1169 94  1  6  0  0 2025-09-22 22:58:20
 4  0      0   9778    154   4926    0    0     0     0 1440 1134 95  1  5  0  0 2025-09-22 22:58:21
 5  0      0   9777    154   4926    0    0     0    20 1367  991 95  1  5  0  0 2025-09-22 22:58:22
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 6  0      0   9776    154   4927    0    0     0     0 1345  985 95  2  4  0  0 2025-09-22 22:58:23
 6  0      0   9776    154   4927    0    0     0  6940 1383 1091 96  1  4  0  0 2025-09-22 22:58:24
 4  0      0   9776    154   4927    0    0     0     0 1394 1130 93  1  6  0  0 2025-09-22 22:58:25
 5  0      0   9776    154   4928    0    0     0     0 1389 1110 93  1  7  0  0 2025-09-22 22:58:26
 4  0      0   9776    154   4928    0    0     0    36 1363  983 96  1  4  0  0 2025-09-22 22:58:27
 6  0      0   9775    154   4928    0    0     0     0 1318  985 96  1  3  0  0 2025-09-22 22:58:28
 5  0      0   9774    154   4928    0    0     0    20 1443 1195 94  1  4  0  0 2025-09-22 22:58:30
 7  0      0   9774    154   4929    0    0     0     0 1315  882 96  1  3  0  0 2025-09-22 22:58:31
 5  0      0   9774    154   4929    0    0     0     0 1400 1157 93  1  6  0  0 2025-09-22 22:58:32
 4  0      0   9774    154   4929    0    0     0    20 1376 1089 93  0  7  0  0 2025-09-22 22:58:33
 5  0      0   9772    154   4929    0    0     0     0 1390 1109 93  2  6  0  0 2025-09-22 22:58:34
 7  0      0   9772    154   4930    0    0     0     0 1380 1155 93  1  6  0  0 2025-09-22 22:58:35
 7  0      0   9772    154   4930    0    0     0     0 1357 1003 95  1  5  0  0 2025-09-22 22:58:36
 4  0      0   9772    154   4930    0    0     0     0 1332  970 95  1  5  0  0 2025-09-22 22:58:37
 4  0      0   9772    154   4930    0    0     0    20 1404 1090 95  0  5  0  0 2025-09-22 22:58:38
 6  0      0   9771    154   4931    0    0     0     0 1447 1267 94  2  5  0  0 2025-09-22 22:58:39
 5  0      0   9771    154   4931    0    0     0     0 1471 1284 95  1  4  0  0 2025-09-22 22:58:40
 6  0      0   9771    154   4931    0    0     0     0 1360 1041 93  1  6  0  0 2025-09-22 22:58:41
 6  0      0   9771    154   4931    0    0     0     0 1310  882 94  1  6  0  0 2025-09-22 22:58:42
 6  0      0   9771    154   4931    0    0     0    20 1416 1088 93  1  6  0  0 2025-09-22 22:58:43
 3  0      0   9771    154   4932    0    0     0     0 1428 1189 94  1  5  0  0 2025-09-22 22:58:44
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 6  0      0   9771    154   4932    0    0     0     0 1376 1078 96  1  3  0  0 2025-09-22 22:58:45
 8  0      0   9771    154   4932    0    0     0     0 1500 1243 93  1  6  0  0 2025-09-22 22:58:46
 5  0      0   9770    154   4932    0    0     0     0 1341  898 96  0  4  0  0 2025-09-22 22:58:47
 6  0      0   9770    154   4933    0    0     0    20 1424 1122 95  1  4  0  0 2025-09-22 22:58:48
 5  0      0   9769    154   4933    0    0     0     0 1498 1291 96  1  3  0  0 2025-09-22 22:58:49
 4  0      0   9769    154   4933    0    0     0  5924 1342 1053 93  1  6  0  0 2025-09-22 22:58:50
 4  0      0   9769    154   4933    0    0     0     0 1407 1098 94  1  5  0  0 2025-09-22 22:58:51
 4  0      0   9768    154   4933    0    0     0     0 1313  889 96  0  3  0  0 2025-09-22 22:58:52
 6  0      0   9768    154   4934    0    0     0    44 1376 1075 95  0  5  0  0 2025-09-22 22:58:53
 7  0      0   9768    154   4934    0    0     0     0 1452 1218 95  1  4  0  0 2025-09-22 22:58:54
 5  0      0   9767    154   4934    0    0     0     0 1330 1024 95  1  4  0  0 2025-09-22 22:58:55
 6  0      0   9767    154   4935    0    0     0     0 1368 1073 95  0  5  0  0 2025-09-22 22:58:56
 6  0      0   9767    154   4935    0    0     0     0 1366  986 96  1  3  0  0 2025-09-22 22:58:57
 7  0      0   9767    154   4935    0    0     0    20 1426 1117 96  1  3  0  0 2025-09-22 22:58:58
 6  0      0   9766    154   4935    0    0     0     0 1389 1115 95  1  3  0  0 2025-09-22 22:58:59
 5  0      0   9766    154   4935    0    0     0     0 1450 1313 92  1  7  0  0 2025-09-22 22:59:00
 6  0      0   9766    154   4936    0    0     0     0 1348  950 96  1  3  0  0 2025-09-22 22:59:01
 5  0      0   9766    154   4936    0    0     0     0 1304  872 96  0  4  0  0 2025-09-22 22:59:02
 5  0      0   9766    154   4936    0    0     0    20 1448 1238 93  0  7  0  0 2025-09-22 22:59:03
 5  0      0   9766    154   4936    0    0     0     0 1365 1077 94  2  5  0  0 2025-09-22 22:59:04
 5  0      0   9766    154   4937    0    0     0     0 1492 1388 93  1  6  0  0 2025-09-22 22:59:05
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 6  0      0   9766    154   4937    0    0     0     0 1316  939 95  1  4  0  0 2025-09-22 22:59:06
 6  0      0   9765    154   4937    0    0     0     0 1433 1168 95  1  4  0  0 2025-09-22 22:59:07
 5  0      0   9765    154   4938    0    0     0    20 1291  861 95  0  4  0  0 2025-09-22 22:59:08
 7  0      0   9765    154   4938    0    0     0     0 1454 1291 92  2  7  0  0 2025-09-22 22:59:09
 5  0      0   9764    154   4938    0    0     0     0 1307  970 97  0  3  0  0 2025-09-22 22:59:10
 6  0      0   9764    154   4938    0    0     0  4896 1540 1410 93  1  6  0  0 2025-09-22 22:59:11
 5  0      0   9763    154   4939    0    0     0     0 1247  818 97  0  3  0  0 2025-09-22 22:59:12
 2  0      0  10153    154   4939    0    0     0    68 1779 1996 87  3 10  0  0 2025-09-22 22:59:13
 2  0      0  10152    154   4939    0    0     0     0  948  831 50  1 49  0  0 2025-09-22 22:59:14
 3  0      0  10152    154   4940    0    0     0     0  857  667 51  1 48  0  0 2025-09-22 22:59:15
 2  0      0  10152    154   4940    0    0     0     0  800  589 49  0 51  0  0 2025-09-22 22:59:16
 3  0      0  10159    154   4941    0    0     0     0  864  715 51  1 48  0  0 2025-09-22 22:59:17
 2  0      0  10159    154   4941    0    0     0    32  807  580 50  1 49  0  0 2025-09-22 22:59:18
 2  0      0  10159    154   4941    0    0     0     0  871  773 50  1 50  0  0 2025-09-22 22:59:19
 2  0      0  10159    154   4942    0    0     0     0  960  863 51  1 48  0  0 2025-09-22 22:59:20
 2  0      0  10158    154   4942    0    0     0     0  853  710 49  0 51  0  0 2025-09-22 22:59:21
 3  0      0  10158    154   4942    0    0     0     0  787  521 51  1 48  0  0 2025-09-22 22:59:22
 3  0      0  10158    154   4943    0    0     0    20  830  625 50  1 50  0  0 2025-09-22 22:59:23
 2  0      0  10158    154   4943    0    0     0     0  862  708 51  1 48  0  0 2025-09-22 22:59:24
 2  0      0  10158    154   4943    0    0     0     0  875  675 50  1 49  0  0 2025-09-22 22:59:25
 2  0      0  10158    154   4944    0    0     0     0  791  550 50  0 50  0  0 2025-09-22 22:59:26
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0  10158    154   4944    0    0     0     0  789  502 51  1 49  0  0 2025-09-22 22:59:27
 2  0      0  10157    154   4944    0    0     0    20  749  513 49  1 50  0  0 2025-09-22 22:59:28
 3  0      0  10156    154   4945    0    0     0     0  858  642 50  1 48  0  0 2025-09-22 22:59:29
 2  0      0  10156    154   4945    0    0     0     0  831  690 49  1 51  0  0 2025-09-22 22:59:30
 3  0      0  10156    154   4945    0    0     0  6876  819  565 52  1 48  0  0 2025-09-22 22:59:31
 1  0      0  10156    154   4946    0    0     0     0  756  520 49  0 51  0  0 2025-09-22 22:59:32
 2  0      0  10155    154   4946    0    0     0     0  778  577 48  0 52  0  0 2025-09-22 22:59:33
 3  0      0  10155    154   4946    0    0     0    48  890  701 51  1 48  0  0 2025-09-22 22:59:34
 2  0      0  10154    154   4947    0    0     0     0  849  670 49  1 51  0  0 2025-09-22 22:59:35
 3  0      0  10153    154   4947    0    0     0     0  772  480 52  0 48  0  0 2025-09-22 22:59:36
 2  0      0  10153    154   4947    0    0     0     0  822  609 49  1 51  0  0 2025-09-22 22:59:37
 2  0      0  10153    154   4948    0    0     0     0  754  465 51  0 49  0  0 2025-09-22 22:59:38
 3  0      0  10153    154   4948    0    0     0    20  854  631 52  1 48  0  0 2025-09-22 22:59:39
 3  0      0  10153    154   4948    0    0     0     0  864  627 50  1 49  0  0 2025-09-22 22:59:40
 2  0      0  10153    154   4948    0    0     0     0  791  599 48  1 52  0  0 2025-09-22 22:59:41
 2  0      0  10152    154   4949    0    0     0     0  790  558 50  1 49  0  0 2025-09-22 22:59:42
 4  0      0  10152    154   4949    0    0     0     0  782  531 50  0 50  0  0 2025-09-22 22:59:43
 4  0      0  10151    154   4949    0    0     0    20  893  767 50  1 49  0  0 2025-09-22 22:59:44
 3  0      0  10151    154   4950    0    0     0     0  864  697 50  1 49  0  0 2025-09-22 22:59:45
 2  0      0  10151    154   4950    0    0     0     0  808  585 49  1 51  0  0 2025-09-22 22:59:46
 5  0      0  10151    154   4951    0    0     0     0  806  544 51  0 49  0  0 2025-09-22 22:59:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0  10150    154   4951    0    0     0     0  802  607 49  0 51  0  0 2025-09-22 22:59:48
 2  0      0  10150    154   4951    0    0     0    20  848  710 51  1 49  0  0 2025-09-22 22:59:49
 2  0      0  10150    154   4951    0    0     0     0  896  730 51  1 48  0  0 2025-09-22 22:59:50
 2  0      0  10150    154   4952    0    0     0     0  764  561 49  0 51  0  0 2025-09-22 22:59:51
 2  0      0  10149    154   4952    0    0     0  6436  836  609 51  0 49  0  0 2025-09-22 22:59:52
 3  0      0  10149    154   4952    0    0     0     0  802  591 51  0 48  0  0 2025-09-22 22:59:53
 3  0      0  10149    154   4953    0    0     0    48  907  737 50  1 48  0  0 2025-09-22 22:59:54
 2  0      0  10148    154   4953    0    0     0     0  848  670 49  1 50  0  0 2025-09-22 22:59:55
 3  0      0  10148    154   4953    0    0     0     0  787  515 51  0 49  0  0 2025-09-22 22:59:56
 2  0      0  10148    154   4954    0    0     0     0  788  574 48  0 51  0  0 2025-09-22 22:59:57
 1  0      0  10147    154   4954    0    0     0     0  791  557 51  0 49  0  0 2025-09-22 22:59:58
 3  0      0  10147    154   4954    0    0     0    20  858  691 51  1 49  0  0 2025-09-22 22:59:59
 2  0      0  10147    154   4955    0    0     0     0  864  643 50  1 49  0  0 2025-09-22 23:00:00
 2  0      0  10146    154   4955    0    0     0     0  770  608 46  0 53  0  0 2025-09-22 23:00:01
 4  0      0  10145    154   4955    0    0     0     0  826  567 51  1 48  0  0 2025-09-22 23:00:02
 2  0      0  10145    154   4956    0    0     0     0  789  587 49  0 51  0  0 2025-09-22 23:00:03
 1  0      0  10144    154   4956    0    0     0    20  879  754 50  1 49  0  0 2025-09-22 23:00:04
 2  0      0  10145    154   4956    0    0     0     0  877  763 50  1 49  0  0 2025-09-22 23:00:05
 3  0      0  10145    154   4956    0    0     0     0  776  520 50  0 49  0  0 2025-09-22 23:00:06
 4  0      0  10145    154   4957    0    0     0     0  805  577 51  0 49  0  0 2025-09-22 23:00:07
 4  0      0  10144    154   4957    0    0     0     0  831  630 50  0 50  0  0 2025-09-22 23:00:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0  10143    154   4958    0    0     0    20  918  805 49  1 50  0  0 2025-09-22 23:00:09
 1  0      0  10143    154   4958    0    0     0     0  889  749 50  0 49  0  0 2025-09-22 23:00:10
 2  0      0  10143    154   4958    0    0     0     0  742  471 50  0 49  0  0 2025-09-22 23:00:11
 4  0      0  10143    154   4958    0    0     0     0  818  622 51  1 49  0  0 2025-09-22 23:00:12
 2  0      0  10143    154   4959    0    0     0     0  833  647 50  0 50  0  0 2025-09-22 23:00:13
 2  0      0  10142    154   4959    0    0     0    20  857  726 47  1 51  0  0 2025-09-22 23:00:14
 3  0      0  10141    154   4959    0    0     0     0  837  603 51  0 49  0  0 2025-09-22 23:00:15
 3  0      0  10141    154   4959    0    0     0     0  850  665 51  1 49  0  0 2025-09-22 23:00:16
 3  0      0  10141    154   4959    0    0     0     0  731  476 49  0 50  0  0 2025-09-22 23:00:17
 2  0      0  10141    154   4960    0    0     0     0  787  543 51  0 49  0  0 2025-09-22 23:00:18
 2  0      0  10140    154   4960    0    0     0    20  889  722 50  1 48  0  0 2025-09-22 23:00:19
 2  0      0  10140    154   4960    0    0     0     0  818  665 49  1 50  0  0 2025-09-22 23:00:20
 3  0      0  10140    154   4960    0    0     0     0  781  532 53  0 47  0  0 2025-09-22 23:00:21
 2  0      0  10140    154   4961    0    0     0     0  729  452 49  0 51  0  0 2025-09-22 23:00:22
 3  0      0  10140    154   4961    0    0     0  8220  856  628 51  1 48  0  0 2025-09-22 23:00:23
 2  0      0  10140    154   4961    0    0     0    44  844  683 49  1 50  0  0 2025-09-22 23:00:24
 3  0      0  10139    154   4961    0    0     0     0  891  747 50  1 49  0  0 2025-09-22 23:00:25
 2  0      0  10139    154   4961    0    0     0     0  848  647 51  1 48  0  0 2025-09-22 23:00:26
 2  0      0  10139    154   4961    0    0     0     0  712  435 48  0 52  0  0 2025-09-22 23:00:27
 5  0      0  10139    154   4962    0    0     0    32  871  688 52  0 47  0  0 2025-09-22 23:00:28
 3  0      0  10138    154   4962    0    0     0     0  879  784 47  1 53  0  0 2025-09-22 23:00:29
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0  10138    154   4962    0    0     0    20  785  545 50  1 50  0  0 2025-09-22 23:00:30
 3  0      0  10138    154   4962    0    0     0     0  748  433 52  1 48  0  0 2025-09-22 23:00:31
 2  0      0  10138    154   4962    0    0     0     0  762  480 49  0 51  0  0 2025-09-22 23:00:32
 3  0      0  10138    154   4962    0    0     0     0  828  611 51  1 48  0  0 2025-09-22 23:00:33
 1  0      0  10138    154   4963    0    0     0     0  876  750 51  1 48  0  0 2025-09-22 23:00:34
 4  0      0  10138    154   4963    0    0     0    20  810  584 49  1 51  0  0 2025-09-22 23:00:35
 3  0      0  10138    154   4963    0    0     0     0  808  556 50  1 49  0  0 2025-09-22 23:00:36
 4  0      0  10138    154   4963    0    0     0     0  781  502 51  0 49  0  0 2025-09-22 23:00:37
 2  0      0  10138    154   4963    0    0     0     0  782  549 50  0 50  0  0 2025-09-22 23:00:38
 3  0      0  10137    154   4963    0    0     0     0  888  779 51  1 48  0  0 2025-09-22 23:00:39
 1  0      0  10137    154   4963    0    0     0    20  809  606 51  1 49  0  0 2025-09-22 23:00:40
 0  0      0  10137    154   4964    0    0     0     0  867  686 51  0 49  0  0 2025-09-22 23:00:41
 3  0      0  10137    154   4964    0    0     0     0  865  717 48  1 51  0  0 2025-09-22 23:00:42
 3  0      0  10137    154   4964    0    0     0     0  926  807 50  0 49  0  0 2025-09-22 23:00:43
 2  0      0  10136    154   4964    0    0     0     0  915  751 51  1 48  0  0 2025-09-22 23:00:44
 3  0      0  10136    154   4964    0    0     0    20  860  688 50  0 50  0  0 2025-09-22 23:00:45
 2  0      0  10136    154   4964    0    0     0     0  827  602 51  0 49  0  0 2025-09-22 23:00:46
 3  0      0  10136    154   4964    0    0     0     0  816  609 50  0 50  0  0 2025-09-22 23:00:47
 1  0      0  10136    154   4964    0    0     0     0  897  775 51  0 49  0  0 2025-09-22 23:00:48
 2  0      0  10136    154   4964    0    0     0     0  917  823 50  1 49  0  0 2025-09-22 23:00:49
 0  0      0  10136    154   4964    0    0     0    20  834  630 50  1 49  0  0 2025-09-22 23:00:50
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
